SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,CommonName,ScientificName,ReserveStatus,Reference,Mean_Density
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0.1067
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0.005
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0.0333
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.0067
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"California sheephead, juvenile",Semicossyphus pulcher,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0.005
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"opaleye, adult",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"senorita, adult",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2002,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0.01
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"California sheephead, juvenile",Semicossyphus pulcher,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"opaleye, adult",Girella nigricans,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"senorita, adult",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2003,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0.0317
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.0067
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"California sheephead, juvenile",Semicossyphus pulcher,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0.0067
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"opaleye, adult",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"senorita, adult",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2004,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0.015
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0.085
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.01
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"California sheephead, juvenile",Semicossyphus pulcher,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"opaleye, adult",Girella nigricans,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"senorita, adult",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2005,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0.005
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.0083
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"California sheephead, juvenile",Semicossyphus pulcher,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0.01
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"opaleye, adult",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"senorita, adult",Oxyjulis californica,Inside,FALSE,0.0233
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2006,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0.0133
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0.0333
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0.0167
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"California sheephead, juvenile",Semicossyphus pulcher,Inside,FALSE,0.005
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0.0133
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0.0067
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"opaleye, adult",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"senorita, adult",Oxyjulis californica,Inside,FALSE,0.0133
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2007,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0.0117
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0.005
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.015
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"California sheephead, juvenile",Semicossyphus pulcher,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0.0067
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"opaleye, adult",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"senorita, adult",Oxyjulis californica,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2008,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0.0067
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0.0083
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0.0067
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.015
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"California sheephead, juvenile",Semicossyphus pulcher,Inside,FALSE,0.0083
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0.005
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"opaleye, adult",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"senorita, adult",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2009,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2010,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2010,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0.0017
6,SC,Santa Cruz Island,GI,Gull Island South,2010,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0.0033
6,SC,Santa Cruz Island,GI,Gull Island South,2010,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2010,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2010,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0.73
6,SC,Santa Cruz Island,GI,Gull Island South,2010,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.0167
6,SC,Santa Cruz Island,GI,Gull Island South,2010,"California sheephead, juvenile",Semicossyphus pulcher,Inside,FALSE,0
6,SC,Santa Cruz Island,GI,Gull Island South,2010,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0.0067
