SiteCode,SiteName,IslandCode,IslandName,SurveyYear,ReserveStatus,articulated coralline algae,Astrangia lajollaensis,Balanophyllia elegans,Bare Substrate,Bryozoa,Chlorophyta,Cobble,Corynactis californicus,Cystoseira,Desmarestia,Diaperoecia californica,Diopatra ornata,Eisenia arborea,encrusting coralline algae,Gelidium,Gigartina,Laminaria farlowii,Macrocystis pyrifera,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Ophiothrix spiculata,Pachythyone rubra,Phaeophyta,Phragmatopoma californica,Plantae,Porifera,Pterygophora californica,Rhodophyta,Rock,Sand,Sargassum horneri,Serpulorbis squamigerus,Tunicata
CSAW,Chickasaw,SR,Santa Rosa Island,2009,Inside,6.8333,0.3333,1.3333,15.1667,15.1667,0,2.3333,0.8333,2.8333,0,0.8333,13.5,0.3333,8.1667,0,10.8333,0,13.8333,24.8333,0.1667,0,0.5,4.1667,0.3333,3.5,7.5,63.3333,78.5,19.1667,0,0.6667,9.3333
CSAW,Chickasaw,SR,Santa Rosa Island,2010,Inside,7.6667,0,0.3333,9.5,30.1667,0,0,0.8333,2,0,0,10.8333,0.3333,21.8333,0,0.1667,0,9.5,6.6667,0,0,0.1667,11.3333,0,2.3333,1.5,31.6667,85.6667,14.3333,0,0.1667,16.6667
CSAW,Chickasaw,SR,Santa Rosa Island,2011,Inside,6.6667,0,1.6667,17.3333,7.8333,0,0.3333,0.3333,1.1667,0.6667,0.8333,7.6667,0,7.8333,0,2.5,0,13.3333,4.8333,0,0,0.3333,13.3333,0,3.5,3.5,57.1667,86.8333,12.8333,0,0,3
CSAW,Chickasaw,SR,Santa Rosa Island,2012,Inside,7.5,0.3333,0.8333,18.3333,15.8333,0,0,2,2.6667,0,0.6667,15.1667,0.1667,21.1667,0,1.8333,0,20.6667,8.5,0.1667,0,2.3333,8.5,0.6667,0.8333,7.8333,61.1667,76.3333,23.6667,0,0.6667,13
CSAW,Chickasaw,SR,Santa Rosa Island,2013,Inside,5,0,0.8333,12,17.8333,0.3333,0.5,1,1.5,0,1.6667,10.8333,0,16.5,0,1.6667,0,18.8333,12.8333,0,0,0.6667,3.6667,1.5,3.3333,1.6667,45.8333,81.5,18,0,0.5,12
CSAW,Chickasaw,SR,Santa Rosa Island,2014,Inside,12.3333,0.1667,1,6.5,32.3333,0.1667,0,0.5,3.3333,3,1,7.6667,1,47.5,0,4,0,11.6667,12.6667,0.1667,0,1.3333,0.1667,0,1,3.1667,67.5,93.3333,6.6667,0,0.5,6.3333
CSAW,Chickasaw,SR,Santa Rosa Island,2015,Inside,5.1667,0.3333,0.8333,11.8333,37.8333,0,0,0.8333,2.5,0,1.5,9.3333,1,31.8333,0,0.8333,0.5,11.3333,14.1667,0,0,0.3333,2.3333,0.1667,0.3333,1.5,42.6667,85.1667,14.8333,0,0.3333,5.8333
CSAW,Chickasaw,SR,Santa Rosa Island,2016,Inside,6.3333,0.1667,2,11.3333,26.8333,0,0.5,0.3333,1.3333,0,0.3333,11.6667,0,31.1667,0,1.3333,0.1667,10.5,6.5,0.1667,0.1667,3.3333,9,1.1667,0.1667,1.5,43.8333,82.5,17,0,1.1667,3.8333
CSAW,Chickasaw,SR,Santa Rosa Island,2017,Inside,6.6667,0,1.1667,12,15.8333,0,1.5,0.6667,2.8333,1.6667,0.8333,4.3333,1.5,37.1667,0,3.8333,0,9.1667,4.6667,0,2.8333,1.8333,9.8333,0.3333,1,0.1667,55.6667,91,7.5,0,4.1667,6
CSAW,Chickasaw,SR,Santa Rosa Island,2018,Inside,3.3333,0,1.8333,16.5,13.3333,0,0.3333,0.3333,1.8333,0,0.1667,17,0,37.8333,0,0,0,3.5,3.3333,0,0.8333,0.1667,8.1667,6.1667,1,0,42.5,83.6667,16,0,3,9
CSAW,Chickasaw,SR,Santa Rosa Island,2019,Inside,5.3333,0,1.8333,4.6667,16.6667,0.3333,2,0.5,1.3333,0,0.3333,12.5,0.3333,30.6667,0.1667,0.1667,0,3.8333,21.8333,0.6667,3,1.6667,10.3333,0.6667,0.8333,1.1667,39,89.1667,8.8333,0,6,10.1667
CVP,Cavern Point,SC,Santa Cruz Island,2005,Inside,1.6667,2.3333,0.1667,13,1.1667,1.8333,10.1667,0.8333,0,0,0.3333,0,0,59.8333,0,0,0,0,16.5,0,0,0,0,6.3333,0.6667,0,25.6667,82,7.8333,0,0,2.1667
CVP,Cavern Point,SC,Santa Cruz Island,2006,Inside,1.5,6.1667,1.6667,9.1667,4,0.1667,10.8333,2.1667,0,0,1.1667,0,0,70.6667,0,0,0,0,38.1667,0,0,0,0,2,2.3333,0,25.6667,89,0.1667,0,0,4.6667
CVP,Cavern Point,SC,Santa Cruz Island,2007,Inside,0.6667,3.5,0.1667,11.1667,5.5,0.1667,10.6667,0.8333,0,0,1.3333,0.3333,0,45,0,0,0,0,25.3333,0,0,0.1667,0,7.3333,0.5,0,7.8333,86.3333,3,0,0.1667,3.5
CVP,Cavern Point,SC,Santa Cruz Island,2008,Inside,1.1667,3.5,0,8,8.8333,0.3333,6.5,0.1667,0,0,0.3333,0,0,52.6667,0,0,0,0,31,0,0,0,0,6.6667,1.6667,0,29.3333,93.1667,0.3333,0,0.1667,7.3333
CVP,Cavern Point,SC,Santa Cruz Island,2009,Inside,0.3333,3.1667,0.3333,9.6667,7,3.1667,1.5,0.8333,0,0,4.6667,0,2.6667,48.1667,0,0,0,0,26.3333,0,0,0.6667,0,1,2.3333,0,10.8333,95.5,3,0,0,3.3333
CVP,Cavern Point,SC,Santa Cruz Island,2010,Inside,0.8333,4.1667,0.1667,3.1667,13.1667,4.8333,4.1667,0.1667,0,0,1,0.3333,7.1667,66,0,0,0,12.1667,30.6667,0,0,5,0,5.5,0,0,32.5,93.3333,2.5,1.6667,0.5,14.5
CVP,Cavern Point,SC,Santa Cruz Island,2011,Inside,1.1667,2.1667,0.3333,9.8333,20.5,0.1667,5.3333,0.5,0,0,5.5,1.3333,13.5,28,0,0,0,76.1667,22.6667,0.1667,0,9.1667,0.1667,0,0.1667,0,13.1667,85.8333,8.8333,14.8333,0.1667,19.5
CVP,Cavern Point,SC,Santa Cruz Island,2012,Inside,2.6667,1.8333,3.1667,11.1667,20.3333,0.6667,5,0,0,0,13.3333,5,14.5,43,0,0,0,13,18.8333,0,0,0,0,0,0.8333,0,29.8333,86.8333,8.1667,9.3333,0,3.8333
CVP,Cavern Point,SC,Santa Cruz Island,2013,Inside,1.3333,0.1667,4,4.1667,8.8333,2.1667,7.8333,0.8333,0.1667,0,2.1667,2.3333,10,42.1667,0,0,0.1667,13.6667,15.6667,0,0,15,0,5.8333,0.8333,0,35.5,90.1667,2,4,1.5,8.5
CVP,Cavern Point,SC,Santa Cruz Island,2014,Inside,2.1667,6,0.5,6.5,19.8333,1.1667,12.6667,0.8333,0,0,3.8333,2.1667,18,26.6667,0.1667,0.1667,0.1667,16.3333,17.6667,0.6667,0,8.6667,0.6667,0,1.1667,0,20.5,80.3333,7,3.6667,0.1667,10.3333
CVP,Cavern Point,SC,Santa Cruz Island,2015,Inside,2.5,4.8333,0.3333,7.6667,22.8333,2.1667,3.8333,0.8333,0,0,3,2,7.6667,26.5,0,0,0,14.8333,12.1667,0,0,16,0.1667,3.5,2.1667,0,33.5,92.6667,3.5,10.1667,0.8333,12.3333
CVP,Cavern Point,SC,Santa Cruz Island,2016,Inside,2.3333,1,0,8.1667,23.8333,3.1667,10.8333,0,2,0,0,1.6667,18.3333,13.5,0.6667,0,0,7.3333,4.6667,0,0,36.3333,0,0.5,0.6667,2,33.6667,86.1667,3,1.3333,0.6667,12.5
CVP,Cavern Point,SC,Santa Cruz Island,2017,Inside,3.5,2.5,0,12.5,27.8333,1.6667,9.8333,0,1.3333,0,12.8333,1.6667,16.5,16.6667,0,0,0,9.8333,2.6667,0,0,29.3333,0,0,0.6667,0,18.1667,86.3333,3.8333,10,2,19.5
CVP,Cavern Point,SC,Santa Cruz Island,2018,Inside,3.3333,1.6667,0,13.6667,33,0.6667,12.6667,0,0.6667,0.1667,4.1667,1,2,10.1667,1,0,0,10.5,2.6667,0,0,38,0,0.5,0.3333,0,33.8333,81,6.3333,4,0.8333,30.6667
CVP,Cavern Point,SC,Santa Cruz Island,2019,Inside,5.1667,0,0,16.8333,31.8333,1.1667,12.5,0,2.5,2.3333,1.1667,1.3333,12.5,9.1667,5.6667,0,0,14,9.6667,0,0,68.1667,0,0,0,0,28.1667,84.8333,2.6667,0.3333,0.5,9.5
DPM,Devil's Peak Member,SC,Santa Cruz Island,2005,Outside,0.1667,7.3333,0,11.3333,2.3333,0,5.5,0.3333,0,0,0.6667,0.8333,0,58.8333,0,0,0,0.5,15.8333,0,8,0,0,0.1667,0.3333,0,10,84.8333,9.6667,0,0,1.1667
DPM,Devil's Peak Member,SC,Santa Cruz Island,2006,Outside,1,4.6667,0,9.1667,12,0,2.1667,0.3333,0,0,2.8333,0.6667,0.3333,52.8333,0,0,0,0,18.1667,0,13.6667,0.1667,0.5,0.8333,1.5,0,12,89.3333,8.5,0,0,1.1667
DPM,Devil's Peak Member,SC,Santa Cruz Island,2007,Outside,0.3333,3.5,0.1667,6.6667,8,0.1667,0.6667,0.5,0,0,0,0.1667,0,51.8333,0,0,0,0,26.1667,0,14.1667,0,0,26.1667,0.5,0,21,95.1667,4.1667,0,0.1667,4.8333
DPM,Devil's Peak Member,SC,Santa Cruz Island,2008,Outside,0.6667,4.8333,0,10,3,0,2.6667,0,0,0,0.6667,0.1667,0,45.6667,0,0,0,0,19.3333,0,7.3333,0,0,0.1667,0,0,10.3333,95.6667,1.6667,0,0,1.3333
DPM,Devil's Peak Member,SC,Santa Cruz Island,2009,Outside,0,5.5,0.6667,6.8333,12.1667,0,10.3333,0,0,0,1.3333,0.3333,0,56.8333,0,0,0,0,31.3333,0.1667,1.5,0,0,4.3333,1.6667,0,13.5,84.6667,5,0,0.1667,4.8333
DPM,Devil's Peak Member,SC,Santa Cruz Island,2010,Outside,0,3.5,0,3.8333,10.6667,0,1.6667,0,0,0,1.5,0.1667,0.3333,58.8333,0,0,0,0,29.8333,0,0,0,0,4.5,1,0,18.8333,97.1667,1.1667,0,0,4.3333
DPM,Devil's Peak Member,SC,Santa Cruz Island,2011,Outside,0.1667,3.6667,0.1667,4,5.6667,0,5.8333,0.5,0,0,6,0.5,0,64.8333,0,0,0,0,21.5,0,0.8333,0.1667,0.3333,1.3333,1.1667,0,17.8333,91.3333,2.8333,0,0,3
DPM,Devil's Peak Member,SC,Santa Cruz Island,2012,Outside,0.3333,7,0,19.1667,3,0,3.1667,0.6667,0,0,1.3333,0.5,0,58,0,0,0,0,12.1667,0.1667,0,0,0,0.3333,0.3333,0,4.6667,92.1667,4.6667,0,0,0.5
DPM,Devil's Peak Member,SC,Santa Cruz Island,2013,Outside,0,8.8333,0.5,5.3333,2.3333,0,4.1667,0.1667,0,0,0.5,0.6667,0,70.3333,0,0,0,0,3.8333,0,0.6667,0,0.1667,5,0.1667,0,14.8333,92.6667,3.1667,0,0,5.1667
DPM,Devil's Peak Member,SC,Santa Cruz Island,2014,Outside,0,12.1667,0.3333,5.1667,2.1667,1,0.5,1.5,0,0,0.6667,0.8333,0,59.1667,0,0,0,0,26,0.1667,0.6667,0,0,13,0.3333,0,12.3333,94.1667,5.3333,0,0,2
DPM,Devil's Peak Member,SC,Santa Cruz Island,2015,Outside,0,11.1667,0,19.5,1.8333,0.6667,2.1667,0.3333,0,0,0,0.1667,0,51.6667,0,0,0,0,10.5,0,0.6667,0.5,0,0.1667,0.1667,0,5.5,93.5,4.3333,0,0,0.1667
DPM,Devil's Peak Member,SC,Santa Cruz Island,2016,Outside,0.6667,8,1,12.3333,18.3333,2.3333,3.6667,0.1667,0,0,2,0.6667,0,46.5,0,0,0,0,4.3333,0,0.6667,1.8333,0.5,1,0.8333,0,3.8333,88.5,7.8333,0.1667,0.5,1.6667
DPM,Devil's Peak Member,SC,Santa Cruz Island,2017,Outside,1.3333,10.8333,0.1667,1.3333,14.6667,0.1667,0.3333,0.1667,0,0,17,0.1667,0,45.8333,0,0,0,0,12.6667,0.6667,0.1667,2.1667,0,0.1667,0,0,4.8333,98.8333,0.8333,3.8333,0.3333,4.5
DPM,Devil's Peak Member,SC,Santa Cruz Island,2018,Outside,0.5,10,0,2,7.6667,0,6.8333,0,0,0,14.8333,0.1667,0,59.5,0,0,0,0,25.1667,0,0.3333,0.6667,0,2.8333,0,0,5,93,0.1667,3.5,0.6667,1.5
DPM,Devil's Peak Member,SC,Santa Cruz Island,2019,Outside,0.3333,6.6667,0,3.5,4.6667,0.1667,11.6667,0,0.3333,0,2,0.3333,0.1667,75.1667,0,0,0,0,26,0,4.6667,1.1667,0,6,0,0,5.6667,86.1667,2.1667,5,0.3333,2.1667
EFC,East Fish Camp,AN,Anacapa Island,2005,Outside,0,0,0,18,0.1667,0.3333,4.6667,7,0,0,0,0,0,54.8333,0,0,0,0,9.5,17.1667,0,1.6667,0,1.6667,0,0,19.8333,89.8333,5.5,0,0,0
EFC,East Fish Camp,AN,Anacapa Island,2006,Outside,0,0.3333,0,28.8333,0,0,3.5,5.1667,0,0,0,0.5,0,52.5,0,0,0,0,7,9.6667,0,0,0,5.5,0,0,8.3333,88.5,8,0,0,0.1667
EFC,East Fish Camp,AN,Anacapa Island,2007,Outside,0,0.3333,0,30.5,0.1667,0,4.6667,7,0,0,0,0,0,50.3333,0,0,0,0,5.6667,10.5,0,0,0,0.1667,0,0,5.6667,89.5,5.8333,0,0,0
EFC,East Fish Camp,AN,Anacapa Island,2008,Outside,0,1.3333,0,34.1667,0.1667,0.1667,5.8333,12.6667,0,0,0,0,0,43.3333,0,0,0,0,6.8333,7.5,0,0,0,0.1667,0,0,2.5,84.6667,9.5,0,0,0.1667
EFC,East Fish Camp,AN,Anacapa Island,2009,Outside,0,0,0,34.6667,0.1667,0,1.1667,8.5,0,0,0,0,0,51.6667,0,0,0,0,2.1667,16.3333,0,0,0,0,0,0,10.3333,90.6667,8.1667,0,0,0.1667
EFC,East Fish Camp,AN,Anacapa Island,2010,Outside,0,0.6667,0,36,0,0,2.6667,17.3333,0,0,0,0.5,0,34.3333,0,0,0,0,5.5,14.1667,0,0.3333,0,2.5,0.6667,0,7.5,88.6667,8.6667,0,0,0
EFC,East Fish Camp,AN,Anacapa Island,2011,Outside,0,0.5,0,38.3333,0,0,3.5,22.6667,0,0,0,0,0,36,0,0,0,0,1.1667,17.5,0,0.1667,0,1.3333,0,0,1.6667,85,11.5,0,0,0.1667
EFC,East Fish Camp,AN,Anacapa Island,2012,Outside,0,0.1667,0,43.6667,0,0.1667,2.8333,15.5,0,0.1667,0,0,0.1667,36.8333,0,0,0,0.5,2.3333,24,0,0.1667,0,0,0,0,4.6667,82.6667,14.5,0,0,0.3333
EFC,East Fish Camp,AN,Anacapa Island,2013,Outside,0,0.1667,0,23.8333,0.1667,0.3333,2.3333,16.5,0,0,0,0,0.1667,53.6667,0,0,0,0.8333,1.3333,28,0,0.1667,0,4,0,0,6,89.6667,8,0,0,0.5
EFC,East Fish Camp,AN,Anacapa Island,2014,Outside,0,0.1667,0,36.8333,0.3333,1.3333,2.5,7.8333,0,0,0,0,0,50.6667,0,0,0,0.3333,2.1667,50.5,0,0.3333,0,2,0.3333,0,6.1667,87.8333,9.6667,2,0,0
EFC,East Fish Camp,AN,Anacapa Island,2015,Outside,0.1667,0,0,41.5,0,0,0.1667,4.3333,0,0,0,0,0,48.3333,0,0,0,0.8333,0.6667,44.1667,0,0.5,0,0.5,0,0,0.6667,86.5,13.3333,8.1667,0,0.1667
EFC,East Fish Camp,AN,Anacapa Island,2016,Outside,4.6667,0,0,14.1667,2.6667,0.5,3.8333,2.1667,0,0,0,0,0,63.6667,0,0,0,0.1667,1,37.3333,0,0.1667,0,9.3333,0.1667,0,7.6667,93.1667,3,3.5,0,0.6667
EFC,East Fish Camp,AN,Anacapa Island,2017,Outside,0,0,0,31.3333,0.1667,0,8.5,0.1667,0,0,0,0.1667,0,61.5,0,0,0,0,6.3333,32.6667,0,0,0,0.3333,0,0,0.5,88.3333,3.1667,0,0,0
EFC,East Fish Camp,AN,Anacapa Island,2018,Outside,5.3333,0,0,6.1667,0.5,0,4.5,0,0,0,0,0,0,77.8333,0,0,0,0,10.5,70.5,0,0,0,0,0,0,4.5,93.1667,2.3333,0,0,0
EFC,East Fish Camp,AN,Anacapa Island,2019,Outside,0.1667,0.1667,0,23.5,2.1667,1.6667,7.5,0.1667,0,0,0,0.6667,0,72,0,0,0,0,7.3333,37.8333,0,1.1667,0,0.1667,0,0,2.3333,88,4.5,0,0,0.5
GC,Graveyard Canyon,SB,Santa Barbara Island,2005,Inside,0,2.6667,0.1667,45.6667,0,3.3333,2.8333,0,0,0,0,0.5,0,37,0,0,0,0,2.8333,17.6667,0,3.5,0,0,0.3333,0,6.8333,60.5,36.6667,0,0,0
GC,Graveyard Canyon,SB,Santa Barbara Island,2006,Inside,0.1667,0,0,43.1667,0.5,0,0.6667,4.6667,0,0,0,0.3333,0,39,0,0,0,0,7.6667,21.3333,0,1.1667,0,0,0.1667,0,3.1667,67.6667,31.6667,0,0,0.3333
GC,Graveyard Canyon,SB,Santa Barbara Island,2007,Inside,0,0.6667,0,41.8333,1.6667,0.1667,2.3333,2.3333,0,0,0,0.5,0,52,0,0,0,0,4,32.5,0,0,0,0.1667,0,0,1.1667,65.1667,32.5,0,0,0.5
GC,Graveyard Canyon,SB,Santa Barbara Island,2008,Inside,0,0.3333,0,42.6667,0,0,3.1667,6.1667,0,0,0,0,0,38.5,0,0,0,0,10.5,38.5,0,0.5,0,1.5,0,0,1.5,61.3333,35.5,0,0,1.1667
GC,Graveyard Canyon,SB,Santa Barbara Island,2009,Inside,0,0,0,48.8333,1.1667,0,10,2.6667,0,0,0,0.1667,0,44.5,0,0,0,0,7.1667,22.8333,0,0.3333,0,2.5,0.1667,0,4.8333,68,22,0,0,0.5
GC,Graveyard Canyon,SB,Santa Barbara Island,2010,Inside,0.1667,0,0,40.6667,0.1667,1,3.5,3.5,0.1667,17,0,0,0,50.5,0,0,0,4.5,4.3333,26.1667,0,3,0,5.3333,0.3333,0,3.8333,62.1667,34.3333,0,0,0
GC,Graveyard Canyon,SB,Santa Barbara Island,2011,Inside,0.1667,0.1667,0,40.1667,0.3333,0,3,5.3333,0,0.1667,0,0,0,40.5,0.8333,0,0,0,15.1667,35.1667,0,0,0,0,0.5,0,9.3333,67.5,29.5,0,0,0.5
GC,Graveyard Canyon,SB,Santa Barbara Island,2012,Inside,0,3.6667,0,56.3333,0,0.1667,3.6667,0,0,3.3333,0,0,0,24.1667,0,0,0,0,4,48.1667,0,10,0,3.6667,0.6667,0,6.8333,48.8333,47.5,0,0,0
GC,Graveyard Canyon,SB,Santa Barbara Island,2013,Inside,0.3333,0,0,44.8333,0.3333,0.3333,0.6667,0.6667,0.3333,19,0,0,0,37.3333,0,0,0,4.3333,12.5,26.5,0,12.3333,0,3.3333,1.5,0,13.8333,59.8333,39.5,0,0,0.1667
GC,Graveyard Canyon,SB,Santa Barbara Island,2014,Inside,1.5,0,0,36.8333,6.8333,0,2.1667,1,4.1667,0,0,0,0,28.5,0,0,0,20.6667,18.5,14.6667,0,0.6667,0,0.3333,0,0,3.1667,58.5,39.3333,3,1.1667,3.3333
GC,Graveyard Canyon,SB,Santa Barbara Island,2015,Inside,1.1667,0,0,38.3333,7.1667,1,3.5,0,15.5,0,0,0,1,35.3333,0,0,0,12.1667,14.5,0,0,37.5,0,0.3333,0.8333,0,2.3333,62.6667,33.8333,6.6667,1.1667,0.5
GC,Graveyard Canyon,SB,Santa Barbara Island,2016,Inside,6,0,0,39.6667,32.3333,0,6.8333,0,20.8333,0,0,0,0.5,26.3333,0,0,0.1667,9,7.1667,0,0,33.8333,0.1667,0,0,0,18.3333,60.8333,32.3333,30,0,0.6667
GC,Graveyard Canyon,SB,Santa Barbara Island,2017,Inside,6,0,0,58,0.6667,1.1667,7.3333,0,40.5,0.1667,0,0.1667,0.3333,35.6667,0.3333,2.8333,0,26.5,2.6667,0,0,37.1667,0,0.6667,0.5,0,24.5,58.3333,34.3333,7.8333,0,1.3333
GC,Graveyard Canyon,SB,Santa Barbara Island,2018,Inside,14.3333,0,0,50.6667,0.5,0.1667,5.3333,0,20.3333,3.5,0,0.1667,0.1667,33.5,0,1.8333,0,1,9.6667,0,0,28.5,0,0.1667,1.3333,0,18.5,50.5,44.1667,0,0.1667,1.3333
GC,Graveyard Canyon,SB,Santa Barbara Island,2019,Inside,16.3333,0,0,63.5,3.6667,0.3333,5.8333,0,32.5,5,0,0.3333,0,21.8333,0,2,1.1667,1.1667,2,0,0,29,0,1,0,0,11,46.8333,47.3333,0.5,0,1.3333
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2005,Outside,5.1667,1.1667,2.5,4.8333,21,0,1.1667,2.1667,9.8333,0.3333,2,0.5,0,14,0,1.5,0,25.3333,13.1667,0,0,0,0.3333,0,9.1667,3.5,20.1667,97.5,1.3333,0,0,10.6667
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2006,Outside,2.8333,0.6667,0.6667,5,18.3333,0.1667,0.8333,0.6667,3.1667,0,1,0.3333,0,12.3333,0,0.1667,0.3333,10,17.1667,0,0,0,1.6667,0.3333,1,0.3333,31.1667,99.1667,0,0,0,19.5
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2007,Outside,2.5,1,0.5,11.8333,22.3333,0,3.1667,1.8333,3.3333,0.5,1.6667,1.3333,0,7.3333,0,5.8333,0.8333,27.1667,28.6667,0.3333,0,0.1667,9.1667,0,4.1667,7.1667,33.6667,94.6667,2.1667,0,0,9
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2008,Outside,6.5,0.8333,1.1667,2.8333,41.3333,0.5,2,2,1,1,0,3.5,0.8333,10.3333,0,7.1667,5.6667,35.1667,8,0,0,0,3.5,0,5.3333,12,56.3333,96.5,1.5,0,0.3333,14.6667
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2009,Outside,7.5,0.3333,2.1667,4,33.1667,0.3333,3,1.6667,1,0.3333,3,0.8333,0,20.6667,0,14.5,8.3333,39.5,16.8333,0,0,0,0.3333,0,4,18.1667,67,96.8333,0.1667,0,0.1667,20.1667
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2010,Outside,5.5,0.6667,2,5.5,36.6667,0,1.6667,1.5,0.6667,0,0.3333,1.6667,0,10.6667,0,5.5,5.5,38.5,17.3333,0,0,0,14.3333,0,6.5,6.1667,42,92.8333,5.5,0,0.1667,20
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2011,Outside,8.5,0.8333,1,1.5,44.8333,0.1667,0.3333,2.5,0.3333,0.3333,0.8333,4,0,13.3333,0,20.5,16.8333,38.5,14.6667,0.1667,0,2.3333,11.6667,0.1667,3,16.3333,76.8333,96.6667,3,0,0.1667,11.5
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2012,Outside,2.5,0,0,28.8333,32.8333,0,1.6667,0.1667,0.1667,0,0,1,0,3,0,10.6667,6,12,5.8333,0,0,0,5.3333,0,1.6667,5.5,53.5,96.3333,2,0,0,2.5
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2013,Outside,8,0,2,16.1667,34.6667,0.1667,2.5,1.6667,0,0.1667,1.1667,2.1667,1.1667,11.5,0.1667,2,15.6667,22.8333,29.6667,0,0,0.3333,8.6667,1.1667,1.6667,5.8333,56,76.3333,21.1667,0,0,18.3333
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2014,Outside,9.1667,1.5,2.1667,7,33.5,0,2.1667,2.6667,0.8333,0,2.1667,3,0,21.1667,0,3.8333,12.8333,30.3333,9.5,0.3333,0,0.3333,1.3333,0,5.3333,7.5,58.3333,95,2.8333,0,1,7.1667
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2015,Outside,4.6667,1.3333,0.8333,7.1667,17.8333,0.1667,2.8333,1,1.1667,0,0.8333,0.8333,0,38,0,1,0.1667,7.6667,10.6667,0,0,0.1667,1.6667,12.6667,2.3333,0.8333,19.1667,96.5,0.6667,0,0.5,1.1667
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2016,Outside,1.6667,0.5,2.8333,28.3333,3.1667,0.3333,3,9.6667,0,0,0,0.3333,0,49.8333,0,0,0,0,0.8333,0,0.1667,0,0,6,0.3333,0,3.1667,97,0,0,2.5,0.3333
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2017,Outside,0.8333,4.1667,0.8333,44,1.1667,0,1,7,0,0,0,0,0,34.5,0,0,0,0,7.5,0.1667,0.1667,0,0,2.3333,0,0,1.6667,99,0,0,0.1667,0.1667
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2018,Outside,2.1667,3,0.5,34.8333,0.3333,0.6667,2,17.8333,0,0,0.1667,0,0,15,0,3.3333,0,0,9.8333,0,18.6667,0,0.1667,0.5,0,0,8.1667,97.1667,0.8333,0,0.5,0
JLNO,Johnson's Lee North,SR,Santa Rosa Island,2019,Outside,2.1667,2,1.3333,28.5,0.8333,0.1667,0.6667,15.8333,0,0,0.3333,0,0,33,0,2.3333,0,2.8333,8.5,0,22.1667,0.1667,0,1.3333,0,0,8.3333,99.3333,0,0,0.5,0.5
JLSO,Johnson's Lee South,SR,Santa Rosa Island,2005,Outside,4.8333,0.5,2.8333,18.3333,18.3333,0,5,3,0.3333,0.5,0.6667,7.1667,0.8333,11.8333,0,5,1.1667,6,26.1667,0,0,0.1667,0,0,0.8333,0,27.6667,81.1667,13.8333,0,0,5
JLSO,Johnson's Lee South,SR,Santa Rosa Island,2006,Outside,3.3333,1.3333,2.1667,17,15.8333,0.1667,4.5,2.5,0.3333,2.8333,0.5,8.3333,1.1667,11,0.1667,12.5,8.5,18.1667,29.5,0,0,0.6667,1.1667,0.1667,0.5,0.6667,46.5,81.6667,13.8333,0,0,4
JLSO,Johnson's Lee South,SR,Santa Rosa Island,2007,Outside,3.3333,1.3333,1.5,29.8333,22.6667,0,1,1.5,0,0,1.3333,16.1667,0.5,13.6667,0,3.6667,1.5,7.6667,5,0,0,1.5,0.1667,1.8333,1.8333,0.1667,15,72.8333,26.1667,0,0,3.5
JLSO,Johnson's Lee South,SR,Santa Rosa Island,2008,Outside,3,0.6667,1.6667,20.8333,28.6667,0,2.1667,1.1667,0.3333,0.1667,0.8333,10.5,1.8333,8.1667,0.1667,4.8333,5.1667,19.5,19.5,0.5,0,0.6667,1,0.1667,1.5,0.3333,29.8333,76.8333,21,0,0,8
JLSO,Johnson's Lee South,SR,Santa Rosa Island,2009,Outside,7.5,0.5,4.5,5.5,20.5,0.1667,3.1667,3.8333,0,0,1.5,16,2.6667,36.6667,0,22.6667,5.1667,25.8333,11.8333,0,0,2.1667,0,0,2.1667,0,66,77.3333,19.5,0,0.1667,4.3333
JLSO,Johnson's Lee South,SR,Santa Rosa Island,2010,Outside,8.3333,1.1667,1.3333,9.8333,38,0,0.6667,4,0,0,0,14,1.3333,18.1667,0,5.3333,4.8333,5.3333,20.5,0,0,0.5,0.6667,0,1.8333,0,44.6667,80.5,18.8333,0,0,15.5
JLSO,Johnson's Lee South,SR,Santa Rosa Island,2011,Outside,6.5,1.6667,2.6667,11.1667,40.3333,0,2,3.6667,0.8333,0,1,13,1.6667,23,0,11.8333,14.8333,8.6667,15,0,0,1.3333,1,0,1.3333,0.6667,76.1667,79.8333,18.1667,0,0.1667,8.5
JLSO,Johnson's Lee South,SR,Santa Rosa Island,2012,Outside,4,0.6667,1.8333,27.1667,20.5,0,0.8333,1.3333,0,0,1.1667,12.6667,3,7,0,7.5,5.6667,8,11,0,0,0.6667,0,0.3333,1.1667,0.8333,55.5,78.6667,20.5,0,0,3.1667
