SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,ReserveStatus,Reference,brown_algae,bladder_chain_kelp,red_algae,articulated_coralline_algae,encrusting_coralline_algae,sea_tongue,orange_cup_coral,La_Jolla_cup_coral,ornate_tube_worm,scaled_wormsnail,tunicates,Miscellaneous_Invertebrates_w_spiny_brittle_stars,acid_weed,green_algae,agar_weed,miscellaneous_plants,sponges,club_tipped_anemone,colonial_sand_tube_worm,bryozoans,Southern_staghorn_bryozoan,aggregated_red_sea_cucumber,spiny_brittle_star,Miscellaneous_Invertebrates_wo_spiny_brittle_stars,island_kelpfish,California_brown_sea_hare,Coronado_urchin,blackeye_goby,gumboot_chiton,chestnut_cowrie,Southern_sea_palm,threaded_abalone,white_abalone,oar_weed,blue_banded_goby,California_spiny_lobster,ochre_sea_star,California_sea_palm,devil_weed,stalked_tunicate,California_hydrocoral,white_spotted_rose_anemone,wakame,blacksmith,black_surfperch,striped_surfperch,opaleye,garibaldi,senorita,kelp_bass,pile_perch,kelp_rockfish,blue_rockfish,olive_rockfish,California_sheephead_female,California_sheephead_male,rock_wrasse_female,rock_wrasse_male,wavy_turban_snail,warty_sea_cucumber,bat_star,giant_spined_sea_star,red_sea_urchin,purple_sea_urchin,rock_scallop,pink_abalone,green_abalone,red_abalone,Kellets_whelk,red_gorgonian,white_sea_urchin,giant_kelp,giant_keyhole_limpet,brown_gorgonian,sunflower_star,orange_puffball_sponge,red_turban_snail,California_golden_gorgonian,queen_tegula,Shannon_Index,Simpson_Index
6,SC,Santa Cruz Island,GI,Gull Island South,1998,Outside,FALSE,1.5,0,2.17,0.5,77.17,0,2.33,2.33,0.16999999999999998,0,0,11.33,0,0,0,56.169999999999995,0,2.33,0,1.5,0.16999999999999998,0,0,0,0,1919.4,416.6,666.6,0,916.6,0,0,0,0,0,0,0,0,0,0,97.19999999999999,22.2,0,586.5999999999999,0,0,6.6,0,53.400000000000006,3.4,0,0,0,0,86.8,0,0,0,13.795806547839407,127.79002406474606,2.5541657275218643,3.143651572557236,220.92238343660622,279.2790893119608,5.468029306762476,0,0,0,4.126778257203045,17.16260517251648,1.5628224048167807,0.03814799849999999,11.522364787100788,0,0,0.708298431889252,0,0,0,0.902739000293099,0.7378162915057569
6,SC,Santa Cruz Island,GI,Gull Island South,1999,Outside,FALSE,0,0,4,0.83,60.83,0,3.5000000000000004,2.83,0.67,0,0.33,17,0,0,0,8.17,0,7.17,0,1.83,2,0,0,0,166.6,72.2,583.4,1916.6000000000001,0,1250,83.4,0,0,166.6,0,0,0,0,0,0,172.2,0,0,0,3.4,0,0,0,0,0,6.6,0,0,0,16.6,0,0,0,75.2825272984942,146.94173725114183,9.268525882329705,3.650308795822423,277.680474176545,381.40047857638126,6.425471101709139,0,0,0,2.0461427352912236,16.829705947674668,4.699655114534142,8.390475213487672,19.034812922163503,0.04899446016285863,0,0.8142504041887582,0,0,0,1.0937528914238,0.7492226568865674
6,SC,Santa Cruz Island,GI,Gull Island South,2000,Outside,FALSE,0,0,3.6700000000000004,0.5,55.50000000000001,0,2.5,3.5000000000000004,0.16999999999999998,0,0.5,10,0,0.16999999999999998,0,0.33,0,8.17,0,0.83,0.83,0.16999999999999998,0,0,83.4,72.2,83.4,1916.6000000000001,0,2666.6,0,0,0,166.6,0,0,0,0,0,0,188.79999999999998,2.8,0,3.4,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,54.51689909787799,137.37737628410622,9.870660381557453,4.179859718879286,168.61654989262854,212.43146602804765,6.256179500861709,0,0,0,0.6328812523796932,12.274157298274595,5.134273544938876,7.806696689686414,9.469839648258437,0,0,1.1548911220908946,0,0,0,0.7741872935481464,0.7234012886701702
6,SC,Santa Cruz Island,GI,Gull Island South,2001,Outside,FALSE,0.33,0,12.5,1.67,51.67,0,3.17,2.5,0,0,0.33,18.83,0,0.16999999999999998,0,5.67,0,6.17,0,1.17,1,0.16999999999999998,0,0,250,19.400000000000002,0,2500,0,1916.6000000000001,166.6,0,0,0,0,0,0,0,0,0,147.2,0,0,133.39999999999998,0,0,3.4,0,0,0,3.4,3.4,216.6,3.4,36.6,3.4,0,0,20.152567805751694,185.26815487625794,16.21400024136548,7.209152020355791,97.58567788603517,99.08359210737346,4.575355749590796,0,0,0,0.6328812523796932,7.769506886314198,3.5067824390779854,1.78023993,6.637321354794165,0,5.414295640996027,1.9643386406194854,0,0,0,1.144381245596593,0.7462115835864656
6,SC,Santa Cruz Island,GI,Gull Island South,2002,Outside,FALSE,5.67,1.17,20.5,1.17,58.330000000000005,0,3.3300000000000005,1.67,0,0,1.3299999999999998,14.17,0,0.33,0,1,0.16999999999999998,4.67,0,9,2.33,0,0,0,0,0,333.4,1583.3999999999999,0,2000,3416.8,0,0,0,0,0,0,166.6,0,0,138.8,0,0,213.4,0,6.6,0,3.4,0,0,6.6,0,76.60000000000001,13.4,13.4,0,0,0,4.153870087148757,108.63831087835031,14.837176879834516,5.350422853887003,48.60128669441111,11.984821563991888,3.402406800862173,0,0,0,0.6328812523796932,9.373677992805534,0,86.89718449426667,2.3198694077081754,0,13.676213551400354,2.1054237363545862,0.01509740436952447,0,0,2.138975822901823,0.8141921383666636
6,SC,Santa Cruz Island,GI,Gull Island South,2003,Inside,FALSE,0,1,1.5,1,33.67,0,1.83,0.67,0,0,5.5,0,0,0,0,0,1,4.67,0,26.169999999999998,4.83,0.16999999999999998,0,27.83,0,0,0,1666.6000000000001,0,0,1333.4,0,0,0,0,0,0,333.4,0,0,152.79999999999998,2.8,0,0,3.4,0,3.4,3.4,0,0,3.4,10,26.6,3.4,3.4,0,0,0,0.22523091213443824,31.98547562811808,28.61558742628382,6.791107785311014,18.406450068550498,0.7421968473769509,0.8773975686139476,0,0,0,0.9153429288706106,1.343410552140406,0,49.03316753435483,0.49318918733999195,0,2.026621850152735,1.0286065975916254,0.025259860335170185,0,0,1.681197265384001,0.7882708703968544
6,SC,Santa Cruz Island,GI,Gull Island South,2004,Inside,FALSE,0.5,0.33,29.330000000000002,1.5,31.830000000000002,0,1.3299999999999998,1.67,0.16999999999999998,0.16999999999999998,3.17,0,0,0.33,0,0,1.67,2,0,16.17,8,0,0,24.83,0,0,0,1083.3999999999999,0,83.4,4083.4,0,0,500,0,0,0,1333.4,0,166.6,155.6,2.8,0,63.4,6.8,6.8,0,6.6,0,0,0,20,6.6,3.4,13.4,0,0,0,0,60.72454103387402,29.023916119882113,12.861494605240404,25.082350863245306,0.7907516285902642,2.071919714227942,0,0,0,3.181983205222109,2.2764625632757456,0.21623627552209068,59.83841098045454,0.2364917889786987,0,9.982696118724931,1.9011975556487688,0.01416936104963029,0,0,2.092965667917358,0.8066679091150817
6,SC,Santa Cruz Island,GI,Gull Island South,2005,Inside,FALSE,0.16999999999999998,0.67,13.669999999999998,1.17,27.67,0,2.83,0.5,2.5,0,2.5,0,0.16999999999999998,0.16999999999999998,0,0,3.17,2.33,0,20,5,0,0.33,38.17,0,0,0,1000,0,166.6,750,0,0,0,0,0,0,0,0,333.4,97.19999999999999,2.8,0,170,30,3.4,6.6,3.4,0,0,6.6,0,6.6,3.4,20,0,0,0,0,51.160180066838436,28.897331143505873,10.098029418158049,102.07081656536685,9.229323668049275,5.083230552133086,0,0,0,1.488975246632354,1.5963710667252384,0,46.438575216616535,0,0,3.5632112921201418,19.59997560750713,0,0,0,2.048393148252529,0.7959445629033821
6,SC,Santa Cruz Island,GI,Gull Island South,2006,Inside,FALSE,0.5,0,44.83,1.3299999999999998,39,0,3.17,1.83,4.17,0.16999999999999998,4.17,0,0,0.67,0,0,3.6700000000000004,4.33,0,19.830000000000002,5.5,0,0,18.67,0,22.2,0,583.4,0,833.4,333.4,0,0,0,0,0,0,0,0,0,91.6,0,0,3.4,10,0,0,0,46.6,0,0,20,3.4,3.4,16.6,0,0,0,0.016063815958133297,41.572827847478266,31.764305802579802,9.290179691347427,121.74928254347746,14.876755220441856,3.8493448310381138,0,0,0,2.318051756384286,1.7370783286254015,0,25.421826200399998,0,0,0.00783748162481265,7.016949258994954,0,0,1.6385672237067233,2.0696078668885143,0.8334889928867668
6,SC,Santa Cruz Island,GI,Gull Island South,2007,Inside,FALSE,0.16999999999999998,0.5,57.49999999999999,4.17,23,2.5,2.67,1.5,2.67,0,3.83,0,0,0.5,0,1,3.3300000000000005,2.5,0,30,7.33,0,0,12,0,0,0,1083.3999999999999,0,1083.3999999999999,500,0,0,0,0,0,0,0,0,83.4,263.79999999999995,0,0,66.60000000000001,26.599999999999998,3.4,0,6.6,26.599999999999998,0,3.4,26.599999999999998,33.4,16.8,16.6,0,0,0,0.15398639207046824,60.72454103387402,31.58705719331405,7.218545102203964,298.63887578912755,33.485118589747906,1.4427776081285577,0,0,0,1.4341605231748278,1.7363815508876808,0,41.70452227126667,0,0,4.450532880914684,11.438793640719082,0,0,0,2.1043329982787276,0.8159090364953371
6,SC,Santa Cruz Island,GI,Gull Island South,2008,Inside,FALSE,0.5,0,64.33,1.17,37.830000000000005,2.5,1.3299999999999998,1.5,3.83,0,12.17,0,0,0.67,0,0,1.5,1.5,0,35.5,9.67,0,0.67,5.17,0,0,0,2333.4,0,666.6,0,0,0,83.4,0,2.8,0,166.6,0,0,386.2,0,0,10,26.8,3.4,0,0,3.4,0,6.8,3.4,6.8,3.4,33.4,13.4,0,0,1.3270083807782693,70.31189325323419,38.2295247233389,5.624686407483146,321.09286631797363,76.38934532073094,2.0770199050353284,0,0,0.5730601282011882,2.1325523267543143,4.541837310602716,0.0803783198728194,30.23228881125,0.7925230347193568,0,7.1571671331984925,9.70921529078928,0.048388407246252776,0,1.4338239665068213,2.0180323877129482,0.8276648668598776
6,SC,Santa Cruz Island,GI,Gull Island South,2009,Inside,FALSE,0.67,0.83,58.17,2.33,25.5,0.5,1.83,2,5.33,0,4,0,0,0.16999999999999998,0,0.33,5.5,2.5,0,32,2.33,0,0,33.33,0,25,0,1000,0,1166.6000000000001,1583.3999999999999,0,0,166.6,0,11.2,0,0,0,250,433.40000000000003,2.8,0,20,13.4,0,0,0,0,0,6.6,13.4,13.4,3.4,46.6,6.6,0,0,11.604567217006778,79.89924547259437,23.444865201920454,5.299681815012062,179.03987566602794,26.6209103064289,6.29456747336178,0,0,0,2.0461427352912236,2.068851101225042,0,30.56117433348624,0.43438434287978556,0,3.606878284392048,26.47461339259804,0,0,0,2.4023861877208628,0.8388984327984346
6,SC,Santa Cruz Island,GI,Gull Island South,2010,Inside,FALSE,1.17,0.67,53.669999999999995,2,12.5,0.16999999999999998,2,0.33,4.17,0.16999999999999998,3.17,0,0,0,0,0,2,2.5,0,23.669999999999998,0.67,0,0,11,0,0,0,500,0,333.4,1833.2000000000003,0,0,333.4,0,0,0,83.4,0,166.6,211.2,0,0,6.6,10,6.8,0,0,0,0,6.6,10,1460,10,33.4,13.4,0,0,1.576778190267636,70.31189325323419,28.75574906753554,6.79242678825169,258.2091199284643,98.53927819516323,4.948370421821905,0,0,0,0.39308594378841377,4.010334835560405,0.22331653717661895,15.901054612857143,0.7956634904832874,0,3.905600891697748,33.023711164144665,0.0017559349780090193,0,0,1.8867552852882996,0.786314869866382
6,SC,Santa Cruz Island,GI,Gull Island South,2011,Inside,FALSE,2.33,0.5,46.67,1.67,25.330000000000002,0.67,2.33,0.5,7.33,0,0.5,0,0,0,0,0.33,2.5,2.5,0,20.830000000000002,1.3299999999999998,0,4.5,3.5000000000000004,0,2.8,0,666.6,0,2333.4,1250,0,0,83.4,0,0,0,0,0,0,225,0,0,3.4,26.6,6.6,0,0,0,0,3.4,16.6,6.8,6.6,33.4,6.6,0,0,13.529072907383041,79.89924547259437,38.40113639929063,9.204558875447557,847.9129945461917,459.8340943505539,3.735600982501112,0,0,0,0.6052632499203551,2.8490724850766385,0,19.11765751495,1.4528198237027168,0,7.383322627760072,52.45097711080442,0,0,0,1.0386191652947794,0.8009055566152791
6,SC,Santa Cruz Island,GI,Gull Island South,2012,Inside,FALSE,3.5000000000000004,0.16999999999999998,29.17,0.5,29.5,0,2.17,1.3299999999999998,3.6700000000000004,0,0.5,0,0,0.16999999999999998,0,0.5,2.33,4.17,0,7.670000000000001,2.5,0,5.83,5.33,0,16.6,0,416.6,0,1333.3999999999999,833.4,0,0,166.6,0,0,0,83.4,0,0,363.8,5.6,0,0,0,3.4,0,0,0,0,0,20,570,3.4,26.8,0,0,0,3.5036484173557345,127.79002406474606,38.33730843660225,11.210768643689946,1124.4310232818946,330.57353497801915,8.770540366636395,0,0,0.6744980489191679,0.7056657945263196,3.067415287296704,0,22.595352957692306,2.6800433818993166,0,24.92777637524118,26.907583757013377,0,0,0,1.2972378048214643,0.7940051669165782
6,SC,Santa Cruz Island,GI,Gull Island South,2013,Inside,FALSE,0,0,31.169999999999998,1,43.5,0,2.17,1.5,2.5,0,0.16999999999999998,0,0,0,0,1.17,1.3299999999999998,4.17,0,8.67,0.83,0,11.33,2.83,0,5.6,0,3166.6,0,2166.6,833.2,0,0,500,0,0,0,83.4,0,0,275,0,0,83.4,0,10,0,0,0,0,0,13.4,1150,33.4,30,6.6,0,0,27.61261402840076,118.20267184538588,37.12872040237474,8.5540557465046,758.2866455999764,208.34792554806705,7.147339904843372,0,0,0,0.3119436601428831,3.3537576477573228,0.002033611998330802,2.830962579816514,0.5609679711674033,0,22.084422002331074,32.26627831341312,0.02403395921389312,0,1.4338239665068213,1.6601907101763345,0.7708499281815571
6,SC,Santa Cruz Island,GI,Gull Island South,2014,Inside,FALSE,1.83,0,15.329999999999998,0.83,42.17,1.67,1.17,2.33,1.83,0,0.33,0,0,0.5,0,2.17,1,2.17,0,3,0.5,0,28.000000000000004,6,0,305.59999999999997,0,1833.3999999999999,0,2166.6,2000,0,0,250,0,5.6,0,0,0,0,427.8,0,0,0,0,30,0,0,3.4,0,3.4,10,326.6,10,20,13.4,0,0,13.98829798467927,60.72454103387402,29.440587378421867,0.03548809711735477,1044.8622840459695,125.80841230415098,4.878712890292488,0,0,0,1.911210463974506,2.9376662041113795,0.7351835993414011,4.543370638962264,1.1891375410911227,0,0,55.19277291999357,0.4263522943840467,0,1.9046946703462815,1.7363569692050165,0.7989743736494317
6,SC,Santa Cruz Island,GI,Gull Island South,2015,Inside,FALSE,2.67,1.17,17.5,1.83,44.67,0,2.83,2.5,0.83,0.33,3.3300000000000005,0,0,2.17,0,8.67,1.3299999999999998,7.5,0,9,1.83,0,0,9.17,166.6,41.6,916.6,2500,0,1666.6000000000001,5416.8,0,0,333.4,83.4,36.2,0,0,10,0,402.8,0,0,336.6,0,0,6.6,0,33.4,0,0,10,180,6.6,76.6,3.4,0,0,68.24056595796013,51.160180066838436,14.495916489048088,0.016049960078622985,602.0725118292428,32.094473882210366,16.817869835609596,0,0,0.012249987516392828,0.37259463301101187,2.16361415086197,0.6502045081520793,33.17876509105691,0,0,0,30.476480979703734,0.33896592420595095,0,0.07474666161768101,2.2970788390439947,0.8114332587811828
6,SC,Santa Cruz Island,GI,Gull Island South,2016,Inside,FALSE,0,0.33,11,1.83,32.17,0,1.5,1.5,1.67,0.16999999999999998,8.17,0,0,0,0,0,0.83,5.5,0,37.169999999999995,7.670000000000001,0.33,1,5.5,166.6,0,750,1000,0,1083.3999999999999,833.4,0,0,416.6,500,13.799999999999999,0,0,10,0,311.2,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,75.66600245301437,89.46360643962994,3.490238820114064,0.02081417660309021,592.0492696730159,79.79889512301486,5.181738833146385,0.0017070942479447465,0,0,4.011920644668405,1.8347346774777307,0,37.96439850721925,0,0,0,6.4011284150590395,0.0414318041627742,0.0027010723542765427,1.5900572262061876,2.113295375346191,0.779947776431614
6,SC,Santa Cruz Island,GI,Gull Island South,2017,Inside,FALSE,1.3299999999999998,0.33,25.5,1,31.330000000000002,0,0.33,1.3299999999999998,2.67,0.33,0.83,0,0,0.33,0,0.16999999999999998,2,1,0,21,6,0,0.67,14.499999999999998,250,0,0,83.4,0,916.6,416.6,0,0,250,0,13.799999999999999,0,0,360,0,197.2,2.8,0,0,0,0,0,0,0,0,0,0,6.6,6.6,0,0,0,3.4,51.35057433642641,99.05095865899013,7.745879442283977,0.15441769551776338,949.4893239560419,84.82516211141488,6.716537264426748,0.03910001584130245,0,0.7015355233748591,1.1849699789317687,2.6468176662807394,0.035020333896072835,29.649936255072987,0,0,0,9.355484827646034,0.019200250502076237,0.011309943436608905,3.8519830416879417,2.0408980111515596,0.7850689311692324
6,SC,Santa Cruz Island,GI,Gull Island South,2018,Inside,FALSE,5.67,1.67,33.17,2.33,41.67,0,0.16999999999999998,0.5,2,0.33,5.17,0,0,0.83,0.33,0.67,3.5000000000000004,1.5,0,31.5,1.5,0,0,1.83,166.6,0,2000,1083.3999999999999,0,500,416.6,0,0,3083.2,0,22.2,0,0,240,0,233.4,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,3.4,93.57143230101269,89.46360643962994,8.531622030318848,0.08231652393928766,338.9352147104891,70.70717663958187,13.12110645106766,0.06340636302969138,0,0,1.5559927342248967,5.802545888240919,0.06346418079599721,17.970346463207544,0,0,0,11.035415910510235,0.04728880346354766,0.12158478940975935,1.2760929225646505,2.2842738686439197,0.8157409527072094
6,SC,Santa Cruz Island,GI,Gull Island South,2019,Inside,FALSE,1.5,0.67,15.5,4,34,0,3.17,3.17,2.17,1.5,8.33,0,0,0.83,0,0,2.5,3.17,0,36.33,4.33,0,0,8,1750,0,1000,333.4,0,1666.6000000000001,250,0,0,1416.6000000000001,250,11.2,0,0,60,0,188.79999999999998,0,0,0,3.4,0,0,0,0,0,0,0,13.4,0,16.6,0,0,0,137.84779823920053,127.79002406474606,6.974220631891888,0.05944371161494576,655.5867554235623,101.31320386221638,17.60386483052103,0,0,0,4.311475564618155,10.098303341090215,0,29.221419180216046,0,0,0,6.264212161422601,0.04656686822716611,0.37787087644942846,1.2881719635410889,2.238766401131311,0.803959641343787
7,SC,Santa Cruz Island,FH,Fry's Harbor,1982,Outside,FALSE,0.6,0,28.599999999999998,1.7999999999999998,28.000000000000004,0,0.2,12.8,0.8,1,0,0,0,0,1.2,0,0,3,0,0,2.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.666726888840337,500.24310419532037,1.7786263790385888,5.143413178357987,234.4526044163976,103.00743004894173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3879241504044801,0.8257049334715459
7,SC,Santa Cruz Island,FH,Fry's Harbor,1983,Outside,FALSE,47.75,0,4,3,32,0.5,0,28.249999999999996,0.25,1,0,3.25,0,0,0.25,0,0,1,0,0,0.5,0,0,0,0,10,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.482471494795604,559.6122246981071,1.4035517729744296,3.5905691065128758,253.2239506244037,99.53689577636241,25.85740761128821,4.455273702936026,0,0,2.1604514390148633,5.94712557439216,0,0,15.837220914654472,0,0,19.871036298113374,0,0,0,1.5692870772451124,0.810851380662584
7,SC,Santa Cruz Island,FH,Fry's Harbor,1984,Outside,FALSE,28.999999999999996,0,5.800000000000001,6.2,40.6,0,0.2,13.200000000000001,0,7.8,0,14.2,0,0,0,0,0,1.6,0,0,5.4,0.8,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.030968373124864,559.6122246981071,1.4035517729744296,0,228.00720397205808,100.06631725595857,11.868362326431459,0.7425456171560043,0,0,1.618395494892138,13.19603637239452,0,6.313119751764705,18.354611519571186,0,0,29.80655444717006,0,0,0,1.7101736923611988,0.8101998018285079
7,SC,Santa Cruz Island,FH,Fry's Harbor,1985,Outside,FALSE,0,0,3.2,1.7999999999999998,34,0,0,11.3,0.2,1.9,0.6,22.6,0,0.1,0.6,0.8999999999999999,0.6,1.5,0,20.599999999999998,0,0,0,0,550,2.8,0,200,0,650,0,0,0,0,0,0,0,0,0,0,0,83.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.14972912681627,406.98580948522624,0.23931151234741027,3.5905691065128758,675.880844841097,11.489944498800057,7.567893525512915,0.8999186687544063,0,1.6338061220196054,0.39458328917519087,13.14166386543511,1.2057230872211955,0,17.458002979250598,0,0,13.178984073845514,0,0,0,1.9266941988486286,0.8027509249068517
7,SC,Santa Cruz Island,FH,Fry's Harbor,1986,Outside,FALSE,0.3,0,1.7999999999999998,0.6,46.5,0,0.4,25.1,0.4,1.5,0,35.099999999999994,0,0.8,0,0.1,0.3,1.3,0,3.6999999999999997,7.199999999999999,0,0,0,250,0,0,550,0,450,0,0,0,0,5100,0,0,0,0,0,0,22.2,0,1976.6,20,0,0,10,33.4,20,36.6,0,0,3.4,50,0,0,0,140.67925664119605,351.0552780727072,1.4883997530149828,7.750822906494989,409.2630191843951,24.294285592210862,4.4614591931000005,0,0,1.6338061220196054,0.6234869346304179,43.98950249501575,0.9588907381990762,0,11.954713559950925,0,0,0.3951485760605767,0,0,0,1.8903286384610558,0.7967870377997732
7,SC,Santa Cruz Island,FH,Fry's Harbor,1987,Outside,FALSE,0.1,0.1,2.3,0.6,40.300000000000004,0.1,0.2,22.400000000000002,0.3,2.5,0,24.6,0,2.1,0,0.4,0.4,2.1,0,1.4000000000000001,5.8999999999999995,0,0,0,600,0,0,1150,0,250,0,0,0,0,4750,0,0,0,0,0,0,0,0,473.20000000000005,90,0,13.4,23.4,26.599999999999998,466.6,13.4,0,50,0,196.6,10,0,0,59.32340531747929,450.23909408161444,0.889464040419037,18.34014941718819,305.0917127586552,60.613516229850795,8.974881602752312,0.1563913309413486,0,0,3.7727622777426824,40.180095501896794,0.867083243996882,0,17.38301252348142,0,0,0.3494532769315912,0,0,0,1.7971143901810236,0.7857095473065662
7,SC,Santa Cruz Island,FH,Fry's Harbor,1988,Outside,FALSE,0.1,0,0.7000000000000001,0,36.1,0,0.3,24.9,0.1,0.4,0.6,10.100000000000001,0,1.0999999999999999,0,0.1,0.4,1.4000000000000001,0.7000000000000001,4.1000000000000005,7.7,8.9,0,0,300,0,0,4150,0,300,0,0,0,0,6450,5.6,0,0,0,0,0,2.8,0,1980,20,0,0,3.4,6.6,40,6.6,40,0,6.6,30,0,0,0,113.74377297416385,651.9791491327419,1.43694835922944,20.09521685850007,208.96155190287666,67.82057731728027,9.75446513598786,0,0,0,2.9904834899191455,40.11856846718351,2.7201575585169464,0,13.250342253720481,0,0,0.6979809760836267,0,0,0,2.030655372299395,0.8166074629848679
7,SC,Santa Cruz Island,FH,Fry's Harbor,1989,Outside,FALSE,0,0,4.8,0.4,15.9,0,0,28.9,0.8,1.0999999999999999,0.4,18.7,0,2,0,0,0,3.4000000000000004,0,3.4000000000000004,6.4,18.2,0,0,0,0,0,7700,0,100,0,0,0,0,2650,0,0,0,0,0,0,5.6,0,200,20,0,3.4,6.6,0,43.4,3.4,20,6.6,3.4,36.6,0,0,0,43.50223114133188,371.2054791636892,5.288803244462574,12.664244117800425,233.49014245140984,98.17471732260584,1.2894504715551205,0,0,0,3.515254613171346,32.32971726231879,5.9849504457871925,0,25.839810320722574,0,0,0.6816465299134047,0,0,0,1.8630094921728,0.8435461139820423
7,SC,Santa Cruz Island,FH,Fry's Harbor,1990,Outside,FALSE,0.1,0,8.6,0.2,23,0,0.7000000000000001,30.4,0,1,0.6,15.7,0,2.8000000000000003,0,1.2,0.6,3,0,4.7,6.2,11.600000000000001,0,0,900,0,0,2350,0,850,0,0,0,0,800,0,0,0,0,250,0,5.6,0,1136.6,16.6,0,0,13.4,6.6,150,3.4,23.400000000000002,303.4,0,53.400000000000006,0,0,0,14.145841738637067,622.3251318408387,6.752957361519828,18.31608498919215,235.50005067220084,64.03635340519006,1.452603646699875,0,0,0,1.5967132571272291,8.409661858370336,6.699472210617447,0,12.965033639290132,0,0,0.32612608065654036,0,0,0,1.7751010247042314,0.8188555221237788
7,SC,Santa Cruz Island,FH,Fry's Harbor,1991,Outside,FALSE,0.4,0,10.2,0.8999999999999999,28.9,0,0.5,30.099999999999998,0.4,0,0.3,13.900000000000002,0,1.7000000000000002,0,0.1,0.7000000000000001,1.3,0,5.5,3.9,15.5,0,0,250,8.4,0,5000,0,1250,0,0,0,0,4650,0,0,0,0,0,0,0,0,276.6,10,0,0,6.6,36.599999999999994,56.8,13.4,33.4,30,0,63.4,0,0,0,13.07851578740536,456.1817011740884,11.136564885439663,17.46225149103317,200.66537500691902,65.38441149074279,0.5743298883735933,0.4158255456073624,0,0,1.9002645858359548,14.806895211692465,6.8866003362149835,0,17.653594465375477,0.27226235596262216,0,1.7819832551211345,0,0,0,2.120690705171942,0.8371481247137973
7,SC,Santa Cruz Island,FH,Fry's Harbor,1992,Outside,FALSE,0.2,0,12.8,1.4000000000000001,33.2,0,0.6,19.8,0.1,0.5,0.5,19.5,0,2.5,0,0.3,0.3,2.6,0,2.5,1.5,16.900000000000002,0,0,550,25,0,1350,0,150,0,0,0,0,1200,2.8,0,0,0,0,0,19.400000000000002,0,9350,6.6,0,56.599999999999994,6.6,20,46.6,3.4,6.6,0,0,56.599999999999994,3.4,0,0,0.12879298096984818,519.3892433276554,6.801316396998046,14.081381249934784,41.984918388529735,7.20856600311272,1.2185836066774918,0,0,0,2.398956054428862,20.521475598332,16.557086255258405,0,12.039859503959553,0,0,3.0255255266804877,0,0,0,1.86852824180308,0.8281767022020333
7,SC,Santa Cruz Island,FH,Fry's Harbor,1993,Outside,FALSE,1.5,0,22.3,1.7999999999999998,27.400000000000002,0,0,7.8,0,0.2,0,11.600000000000001,0,5.5,0,5.800000000000001,0.3,0.5,0,7.5,10.4,8.7,0,0,150,36.2,0,1500,0,650,0,0,0,0,2100,0,0,0,0,0,0,0,0,1536.6,3.4,0,3.4,3.4,13.4,3.4,6.6,3.4,0,0,23.400000000000002,0,13.4,10,8.961946529328186,220.5899531471569,2.45510084727467,1.1679859943536612,112.10081212539447,14.441635010783463,10.137865613415848,0,0,0,0.5848053272782293,15.941760463273024,10.368998515468457,0,18.848694424196886,0,0,1.2435422715593532,0,0,0,2.068035472357913,0.8415822039393184
7,SC,Santa Cruz Island,FH,Fry's Harbor,1994,Outside,FALSE,0.4,0,19.1,0.8999999999999999,51.300000000000004,0,0.6,19.6,0.1,0.1,0.6,12.3,0,1.0999999999999999,0.1,0.4,0,1.2,0,14.799999999999999,5.1,17.2,0,0,250,30.599999999999998,0,1300,0,1550,0,0,0,0,250,0,0,0,0,0,0,8.4,0,2646.6,3.4,0,3.4,0,26.599999999999998,56.599999999999994,6.6,10,0,0,60,0,3.4,6.6,54.5300561848982,203.35153255982047,3.317847846358281,5.507082011425329,42.14115705307566,9.587748217491644,3.9515989207791944,0,0,0,2.9894393844178917,38.47384317204594,3.250232386322048,0,18.174223318143994,0,0,3.743446838096197,0,0,0,2.1666807171079725,0.8276230385487529
7,SC,Santa Cruz Island,FH,Fry's Harbor,1995,Outside,FALSE,0.3,0,5.2,0.7000000000000001,39.900000000000006,0,0.1,19.6,0,0.3,0.7000000000000001,12.8,0,0.1,0.2,0,0.1,3.3000000000000003,0,4.5,2.6,20.599999999999998,0,0,150,0,0,600,0,2000,0,0,0,0,100,0,0,0,0,50,0,0,0,596.6,3.4,0,6.6,0,3.4,20,13.4,6.6,0,0,26.599999999999998,0,0,3.4,54.893348946302936,30.96732668645597,7.572116125547334,7.650351702402687,309.4053523097059,75.64860173700298,2.2687658463827076,0,0,0,2.0250575625992115,16.731844885188984,3.692183706066844,0,15.009137310135804,0,1.0216085977571265,0.7421719437491134,0,0,0,1.3938844347947486,0.7999173626177929
