SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,ScientificName,CommonName,Count,Mean_Biomass,ReserveStatus,Reference
6,SC,Santa Cruz Island,GI,Gull Island South,2012,2012-07-01,Sebastes mystinus,blue rockfish,401.5,3930.3108584828797,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2013,2013-07-01,Sebastes mystinus,blue rockfish,1387,18194.679322836826,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2014,2014-07-01,Sebastes mystinus,blue rockfish,316.25,5327.906671411205,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2015,2015-07-01,Sebastes mystinus,blue rockfish,158.75,2649.7843107374197,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2016,2016-07-01,Sebastes mystinus,blue rockfish,95,1564.125840314558,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2017,2017-07-01,Sebastes mystinus,blue rockfish,43.75,291.12302122811985,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2018,2018-07-01,Sebastes mystinus,blue rockfish,5.75,65.37384017604815,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2019,2019-07-01,Sebastes mystinus,blue rockfish,20.333333333333332,139.44533814762994,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2004,2004-07-01,Sebastes serranoides,olive rockfish,2.3333333333333335,1730.585464030548,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2005,2005-07-01,Sebastes serranoides,olive rockfish,1.25,927.0993557306507,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2006,2006-07-01,Sebastes serranoides,olive rockfish,4.2,3115.0538352549866,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2007,2007-07-01,Sebastes serranoides,olive rockfish,3,1680.1488497843973,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2008,2008-07-01,Sebastes serranoides,olive rockfish,7,1022.8142787230345,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2009,2009-07-01,Sebastes serranoides,olive rockfish,10.666666666666666,4741.476203603419,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2010,2010-07-01,Sebastes serranoides,olive rockfish,6.2,8414.322485851162,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2011,2011-07-01,Sebastes serranoides,olive rockfish,8.75,9561.549209781335,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2012,2012-07-01,Sebastes serranoides,olive rockfish,10.5,8715.879462249828,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2013,2013-07-01,Sebastes serranoides,olive rockfish,11.75,6514.615837484857,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2014,2014-07-01,Sebastes serranoides,olive rockfish,23,5399.584927824493,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2015,2015-07-01,Sebastes serranoides,olive rockfish,5.25,1697.6084515422642,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2016,2016-07-01,Sebastes serranoides,olive rockfish,5,4046.5671434704313,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2017,2017-07-01,Sebastes serranoides,olive rockfish,5.75,4900.6797339038985,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2018,2018-07-01,Sebastes serranoides,olive rockfish,2.75,490.0333643918362,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2019,2019-07-01,Sebastes serranoides,olive rockfish,2,335.20592551447277,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2004,2004-07-01,Sebastes serriceps,treefish,1.6666666666666667,538.6426130583907,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2005,2005-07-01,Sebastes serriceps,treefish,1.5,517.1146947187934,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2006,2006-07-01,Sebastes serriceps,treefish,1.4,504.1979437150351,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2007,2007-07-01,Sebastes serriceps,treefish,1,154.00192022080947,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2008,2008-07-01,Sebastes serriceps,treefish,1.5,8.482976923922429,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2009,2009-07-01,Sebastes serriceps,treefish,1,452.5309397000016,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2010,2010-07-01,Sebastes serriceps,treefish,2.6,16.86538857453236,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2011,2011-07-01,Sebastes serriceps,treefish,1,5.6217961915107875,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2012,2012-07-01,Sebastes serriceps,treefish,0,0,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2013,2013-07-01,Sebastes serriceps,treefish,1.25,2070.250195763707,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2014,2014-07-01,Sebastes serriceps,treefish,4.25,3054.301573126573,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2015,2015-07-01,Sebastes serriceps,treefish,2.25,1113.8073946521265,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2016,2016-07-01,Sebastes serriceps,treefish,1,1218.353198595996,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2017,2017-07-01,Sebastes serriceps,treefish,1.5,331.62029024465113,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2018,2018-07-01,Sebastes serriceps,treefish,1.5,13.972980051879494,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2019,2019-07-01,Sebastes serriceps,treefish,0,0,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2004,2004-07-01,Semicossyphus pulcher,"California sheephead, female",4.333333333333333,4145.335577356898,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2005,2005-07-01,Semicossyphus pulcher,"California sheephead, female",7.25,5187.137020139269,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2006,2006-07-01,Semicossyphus pulcher,"California sheephead, female",9.4,5955.0935122474175,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2007,2007-07-01,Semicossyphus pulcher,"California sheephead, female",16.25,2428.8632272691125,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2008,2008-07-01,Semicossyphus pulcher,"California sheephead, female",17.75,3042.296686129656,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2009,2009-07-01,Semicossyphus pulcher,"California sheephead, female",17,2645.853848416073,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2010,2010-07-01,Semicossyphus pulcher,"California sheephead, female",21.2,9194.194224101158,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2011,2011-07-01,Semicossyphus pulcher,"California sheephead, female",14.25,7732.677958600587,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2012,2012-07-01,Semicossyphus pulcher,"California sheephead, female",10.25,7423.809594945161,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2013,2013-07-01,Semicossyphus pulcher,"California sheephead, female",17,6147.224388300056,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2014,2014-07-01,Semicossyphus pulcher,"California sheephead, female",12.5,12162.367547337328,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2015,2015-07-01,Semicossyphus pulcher,"California sheephead, female",39.5,12044.332140779614,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2016,2016-07-01,Semicossyphus pulcher,"California sheephead, female",57.2,12632.555996340123,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2017,2017-07-01,Semicossyphus pulcher,"California sheephead, female",50,25937.611512238014,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2018,2018-07-01,Semicossyphus pulcher,"California sheephead, female",49,17258.260494222508,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2019,2019-07-01,Semicossyphus pulcher,"California sheephead, female",27.333333333333332,14112.358901893409,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2004,2004-07-01,Semicossyphus pulcher,"California sheephead, male",1,6372.1736967226,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2005,2005-07-01,Semicossyphus pulcher,"California sheephead, male",2,9529.006429912946,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2006,2006-07-01,Semicossyphus pulcher,"California sheephead, male",3.2,13317.205709741362,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2007,2007-07-01,Semicossyphus pulcher,"California sheephead, male",5.5,1642.886542261267,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2008,2008-07-01,Semicossyphus pulcher,"California sheephead, male",7.5,8739.324616617816,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2009,2009-07-01,Semicossyphus pulcher,"California sheephead, male",8,16540.138044905776,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2010,2010-07-01,Semicossyphus pulcher,"California sheephead, male",9.6,45573.12279405974,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2011,2011-07-01,Semicossyphus pulcher,"California sheephead, male",3.75,32726.11237964877,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2012,2012-07-01,Semicossyphus pulcher,"California sheephead, male",1.25,11492.337896697361,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2013,2013-07-01,Semicossyphus pulcher,"California sheephead, male",5.25,13668.74259464055,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2014,2014-07-01,Semicossyphus pulcher,"California sheephead, male",5.5,23229.062727475797,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2015,2015-07-01,Semicossyphus pulcher,"California sheephead, male",5,15492.516749018687,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2016,2016-07-01,Semicossyphus pulcher,"California sheephead, male",12.4,44691.78053165552,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2017,2017-07-01,Semicossyphus pulcher,"California sheephead, male",10,34263.6659499204,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2018,2018-07-01,Semicossyphus pulcher,"California sheephead, male",9.25,22389.99636782054,Inside,FALSE
6,SC,Santa Cruz Island,GI,Gull Island South,2019,2019-07-01,Semicossyphus pulcher,"California sheephead, male",5.333333333333333,8550.076542082366,Inside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2004,2004-07-01,Caulolatilus princeps,ocean whitefish,2,2035.692324317391,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2005,2005-07-01,Caulolatilus princeps,ocean whitefish,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2006,2006-07-01,Caulolatilus princeps,ocean whitefish,4,2412.4106531339385,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2007,2007-07-01,Caulolatilus princeps,ocean whitefish,1,114.23234213351512,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2008,2008-07-01,Caulolatilus princeps,ocean whitefish,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2009,2009-07-01,Caulolatilus princeps,ocean whitefish,3,563.271167222802,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2010,2010-07-01,Caulolatilus princeps,ocean whitefish,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2011,2011-07-01,Caulolatilus princeps,ocean whitefish,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2012,2012-07-01,Caulolatilus princeps,ocean whitefish,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2013,2013-07-01,Caulolatilus princeps,ocean whitefish,1,5638.316623521677,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2014,2014-07-01,Caulolatilus princeps,ocean whitefish,1,7834.373240292204,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2015,2015-07-01,Caulolatilus princeps,ocean whitefish,1,6.599246254777027,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2016,2016-07-01,Caulolatilus princeps,ocean whitefish,6.8,5623.2402983821385,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2017,2017-07-01,Caulolatilus princeps,ocean whitefish,6.333333333333333,5181.419897777806,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2018,2018-07-01,Caulolatilus princeps,ocean whitefish,2,1004.7726074993758,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2019,2019-07-01,Caulolatilus princeps,ocean whitefish,3.5,653.086043144147,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2004,2004-07-01,Chromis punctipinnis,blacksmith,139.33333333333334,8946.377200096416,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2005,2005-07-01,Chromis punctipinnis,blacksmith,406.5,14514.400725637151,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2006,2006-07-01,Chromis punctipinnis,blacksmith,590,18338.726303691023,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2007,2007-07-01,Chromis punctipinnis,blacksmith,347.6666666666667,17858.25350728265,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2008,2008-07-01,Chromis punctipinnis,blacksmith,884.6666666666666,24208.388745253604,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2009,2009-07-01,Chromis punctipinnis,blacksmith,466.25,27027.4198878576,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2010,2010-07-01,Chromis punctipinnis,blacksmith,699,54834.89811868926,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2011,2011-07-01,Chromis punctipinnis,blacksmith,263,36175.55749658698,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2012,2012-07-01,Chromis punctipinnis,blacksmith,253.33333333333334,40792.84525899581,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2013,2013-07-01,Chromis punctipinnis,blacksmith,257.25,65147.495323780015,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2014,2014-07-01,Chromis punctipinnis,blacksmith,688.2,57106.9503310976,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2015,2015-07-01,Chromis punctipinnis,blacksmith,2362.3333333333335,46475.95493075983,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2016,2016-07-01,Chromis punctipinnis,blacksmith,3089.8,39676.72207775746,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2017,2017-07-01,Chromis punctipinnis,blacksmith,457.25,28147.38441889054,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2018,2018-07-01,Chromis punctipinnis,blacksmith,199.75,4807.989668667112,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2019,2019-07-01,Chromis punctipinnis,blacksmith,253.66666666666666,18132.624297778995,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2004,2004-07-01,Embiotoca jacksoni,black surfperch,1,711.0748176606905,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2005,2005-07-01,Embiotoca jacksoni,black surfperch,1,711.0748176606905,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2006,2006-07-01,Embiotoca jacksoni,black surfperch,19,3688.605626232478,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2007,2007-07-01,Embiotoca jacksoni,black surfperch,26.666666666666668,3391.877821333416,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2008,2008-07-01,Embiotoca jacksoni,black surfperch,9.666666666666666,731.8939067922685,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2009,2009-07-01,Embiotoca jacksoni,black surfperch,17,1591.1338110249656,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2010,2010-07-01,Embiotoca jacksoni,black surfperch,10.333333333333334,1054.5413612633802,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2011,2011-07-01,Embiotoca jacksoni,black surfperch,17.666666666666668,2549.725377880853,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2012,2012-07-01,Embiotoca jacksoni,black surfperch,35.666666666666664,4330.810871888384,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2013,2013-07-01,Embiotoca jacksoni,black surfperch,15.5,5536.857139603374,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2014,2014-07-01,Embiotoca jacksoni,black surfperch,25.2,3653.792014543494,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2015,2015-07-01,Embiotoca jacksoni,black surfperch,13.666666666666666,2158.837390971099,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2016,2016-07-01,Embiotoca jacksoni,black surfperch,19.8,3159.6856639380508,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2017,2017-07-01,Embiotoca jacksoni,black surfperch,18.25,1770.1999340209156,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2018,2018-07-01,Embiotoca jacksoni,black surfperch,5,4161.905295511191,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2019,2019-07-01,Embiotoca jacksoni,black surfperch,1.6666666666666667,615.6492261979657,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2004,2004-07-01,Embiotoca lateralis,striped surfperch,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2005,2005-07-01,Embiotoca lateralis,striped surfperch,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2006,2006-07-01,Embiotoca lateralis,striped surfperch,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2007,2007-07-01,Embiotoca lateralis,striped surfperch,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2008,2008-07-01,Embiotoca lateralis,striped surfperch,3,54.64562664821262,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2009,2009-07-01,Embiotoca lateralis,striped surfperch,3.5,266.02796539208884,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2010,2010-07-01,Embiotoca lateralis,striped surfperch,3.3333333333333335,562.6157191598257,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2011,2011-07-01,Embiotoca lateralis,striped surfperch,5.666666666666667,653.6931608087236,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2012,2012-07-01,Embiotoca lateralis,striped surfperch,7.666666666666667,2266.8171122153303,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2013,2013-07-01,Embiotoca lateralis,striped surfperch,9,2504.4635182459274,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2014,2014-07-01,Embiotoca lateralis,striped surfperch,2,277.49084084121637,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2015,2015-07-01,Embiotoca lateralis,striped surfperch,1.3333333333333333,427.351143111409,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2016,2016-07-01,Embiotoca lateralis,striped surfperch,1,700.1087964388663,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2017,2017-07-01,Embiotoca lateralis,striped surfperch,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2018,2018-07-01,Embiotoca lateralis,striped surfperch,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2019,2019-07-01,Embiotoca lateralis,striped surfperch,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2004,2004-07-01,Girella nigricans,opaleye,3,1736.864368389659,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2005,2005-07-01,Girella nigricans,opaleye,1,844.83503168151606,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2006,2006-07-01,Girella nigricans,opaleye,5.25,2740.39737218632,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2007,2007-07-01,Girella nigricans,opaleye,3.3333333333333335,1885.535924507683,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2008,2008-07-01,Girella nigricans,opaleye,1,844.83503168151606,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2009,2009-07-01,Girella nigricans,opaleye,1.25,956.33869877003394,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2010,2010-07-01,Girella nigricans,opaleye,6.666666666666667,3372.251485687921,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2011,2011-07-01,Girella nigricans,opaleye,1,844.83503168151606,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2012,2012-07-01,Girella nigricans,opaleye,1.1666666666666667,919.17080974052806,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2013,2013-07-01,Girella nigricans,opaleye,8.25,4078.441377248534,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2014,2014-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2015,2015-07-01,Girella nigricans,opaleye,3,1736.864368389659,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2016,2016-07-01,Girella nigricans,opaleye,1,844.83503168151606,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2017,2017-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2018,2018-07-01,Girella nigricans,opaleye,1,844.83503168151606,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2019,2019-07-01,Girella nigricans,opaleye,1.6666666666666667,1688.3983245202335,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2004,2004-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2005,2005-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2006,2006-07-01,Halichoeres semicinctus,rock wrasse,5.75,798.2537162219892,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2007,2007-07-01,Halichoeres semicinctus,rock wrasse,5.333333333333333,316.2558259468711,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2008,2008-07-01,Halichoeres semicinctus,rock wrasse,6.666666666666667,260.0775809305053,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2009,2009-07-01,Halichoeres semicinctus,rock wrasse,4.5,417.6959458851842,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2010,2010-07-01,Halichoeres semicinctus,rock wrasse,6,1125.783439228223,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2011,2011-07-01,Halichoeres semicinctus,rock wrasse,3.6666666666666665,894.7784044956817,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2012,2012-07-01,Halichoeres semicinctus,rock wrasse,5.333333333333333,1874.2743449036968,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2013,2013-07-01,Halichoeres semicinctus,rock wrasse,1,965.3015608265133,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2014,2014-07-01,Halichoeres semicinctus,rock wrasse,1.2,1049.3379338330951,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2015,2015-07-01,Halichoeres semicinctus,rock wrasse,15.666666666666666,351.9505825520326,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2016,2016-07-01,Halichoeres semicinctus,rock wrasse,72.4,3642.50222707146,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2017,2017-07-01,Halichoeres semicinctus,rock wrasse,48.75,3591.7703246837577,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2018,2018-07-01,Halichoeres semicinctus,rock wrasse,49.75,7974.251084675338,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2019,2019-07-01,Halichoeres semicinctus,rock wrasse,21.666666666666668,5992.6802193447265,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2004,2004-07-01,Hypsypops rubicundus,garibaldi,4.333333333333333,2652.141779499073,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2005,2005-07-01,Hypsypops rubicundus,garibaldi,4,2538.3778890475082,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2006,2006-07-01,Hypsypops rubicundus,garibaldi,6,3220.9612317568954,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2007,2007-07-01,Hypsypops rubicundus,garibaldi,3,2956.629670855667,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2008,2008-07-01,Hypsypops rubicundus,garibaldi,4.666666666666667,859.3652078389975,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2009,2009-07-01,Hypsypops rubicundus,garibaldi,4.75,2262.6492526741326,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2010,2010-07-01,Hypsypops rubicundus,garibaldi,3.6666666666666665,2035.7537447886664,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2011,2011-07-01,Hypsypops rubicundus,garibaldi,5.333333333333333,3562.569053380166,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2012,2012-07-01,Hypsypops rubicundus,garibaldi,6,6496.656362046617,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2013,2013-07-01,Hypsypops rubicundus,garibaldi,5.5,3426.004495316629,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2014,2014-07-01,Hypsypops rubicundus,garibaldi,5.6,3426.004495316629,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2015,2015-07-01,Hypsypops rubicundus,garibaldi,5.666666666666667,1142.0014984388763,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2016,2016-07-01,Hypsypops rubicundus,garibaldi,21.2,5019.628197755627,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2017,2017-07-01,Hypsypops rubicundus,garibaldi,24.5,5811.916212393192,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2018,2018-07-01,Hypsypops rubicundus,garibaldi,28,10261.795642585064,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2019,2019-07-01,Hypsypops rubicundus,garibaldi,15,7059.914330431419,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2004,2004-07-01,Medialuna californiensis,halfmoon,3.5,2852.561257927405,Outside,FALSE
7,SC,Santa Cruz Island,FH,Fry's Harbor,2005,2005-07-01,Medialuna californiensis,halfmoon,1,815.0175022649729,Outside,FALSE
