SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,ScientificName,CommonName,Mean_Density,Mean_Biomass,Survey_Type,ReserveStatus,Reference,ReserveYear
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2003,2003-07-01,Parastichopus parvimensis,warty sea cucumber,0.0417,15.993604128787734,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2003,2003-07-01,Patiria miniata,bat star,2.3333,22.151065448127632,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2003,2003-07-01,Pisaster giganteus,giant-spined sea star,0.125,1.8433664122111701,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2003,2003-07-01,Pycnopodia helianthoides,sunflower star,0.0819,14.023673941933854,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2003,2003-07-01,Strongylocentrotus franciscanus,red sea urchin,5.5417,900.6291149443033,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2003,2003-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.9583,14.435400727094018,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2003,2003-07-01,Tethya aurantia,orange puffball sponge,0.2833,36.55270408956202,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Crassedoma giganteum,rock scallop,0.0139,11.183154094664369,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Haliotis rufescens,red abalone,0.0069,3.0659774063326086,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Kelletia kelletii,Kellet's whelk,0.0042,0.5528457494076595,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Lithopoma gibberosa,red turban snail,0.0417,1.8138586626146864,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Lophogorgia chilensis,red gorgonian,0.0708,8.753010750670082,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Macrocystis pyrifera,giant kelp,0.3,36.919261469662914,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Megastraea undosa,wavy turban snail,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Megathura crenulata,giant keyhole limpet,0.0028,0.5173171039860291,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Muricea californica,California golden gorgonian,0.0014,0.44475404220328385,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Parastichopus parvimensis,warty sea cucumber,0.0417,15.993604128787734,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Patiria miniata,bat star,3.1667,36.43566516267223,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Pisaster giganteus,giant-spined sea star,0.06,1.6589905978587862,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Pycnopodia helianthoides,sunflower star,0.1028,18.5012498960369,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Strongylocentrotus franciscanus,red sea urchin,0.5833,99.6240532915816,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.6667,9.305975944926777,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-01,Tethya aurantia,orange puffball sponge,0.3236,46.3546489099607,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Crassedoma giganteum,rock scallop,0.0042,0.3991721406719657,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Haliotis rufescens,red abalone,0.0028,3.8597310553634023,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Kelletia kelletii,Kellet's whelk,0.0208,3.497930450127115,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Lithopoma gibberosa,red turban snail,0.0417,1.8138586626146864,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Lophogorgia chilensis,red gorgonian,0.0597,6.919785341163251,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Macrocystis pyrifera,giant kelp,0.315,22.44483532435345,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Megastraea undosa,wavy turban snail,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Megathura crenulata,giant keyhole limpet,0.0056,0.7478293456698433,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Muricea californica,California golden gorgonian,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Muricea fruticosa,brown gorgonian,5e-4,0.028527150531193673,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Parastichopus parvimensis,warty sea cucumber,0.0417,15.993604128787734,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Patiria miniata,bat star,3.125,40.69810442585445,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Pisaster giganteus,giant-spined sea star,0.12,3.313799258373426,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Pycnopodia helianthoides,sunflower star,0.1042,17.62434715837987,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Strongylocentrotus franciscanus,red sea urchin,0.14,22.411875607509213,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.125,1.9491130617844497,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-01,Tethya aurantia,orange puffball sponge,0.3306,36.11907818771276,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Crassedoma giganteum,rock scallop,0.0167,1.2693874245940169,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Haliotis rufescens,red abalone,0.0014,1.4554180085540565,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Kelletia kelletii,Kellet's whelk,0.0139,1.3524627566278953,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Lithopoma gibberosa,red turban snail,0.0417,1.8138586626146864,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Lophogorgia chilensis,red gorgonian,0.0569,7.210261314781793,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Macrocystis pyrifera,giant kelp,0.645,24.046912172741937,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Megastraea undosa,wavy turban snail,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Megathura crenulata,giant keyhole limpet,0.0028,0.4051969037794084,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Muricea californica,California golden gorgonian,0.0014,0.44475404220328385,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Parastichopus parvimensis,warty sea cucumber,0.0417,15.993604128787734,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Patiria miniata,bat star,3.0833,35.6802535324249,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Pisaster giganteus,giant-spined sea star,0.02,0.2890274301834554,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Pycnopodia helianthoides,sunflower star,0.1931,12.019169229421712,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Strongylocentrotus franciscanus,red sea urchin,0.5833,98.86323420770584,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.5833,9.500412424055902,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Tegula regina,queen tegula,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-07-01,Tethya aurantia,orange puffball sponge,0.2681,30.444569165265694,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Crassedoma giganteum,rock scallop,0.0125,2.0298786602056063,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Haliotis rufescens,red abalone,0.0042,2.3024293658821344,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Kelletia kelletii,Kellet's whelk,0.0347,4.577367439307655,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Lithopoma gibberosa,red turban snail,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Lophogorgia chilensis,red gorgonian,0.0514,7.240484494031924,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Macrocystis pyrifera,giant kelp,0.54,42.16995966635761,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Megastraea undosa,wavy turban snail,0.0417,15.23103932072545,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Megathura crenulata,giant keyhole limpet,0.0014,0.3224327228763867,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Muricea californica,California golden gorgonian,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Parastichopus parvimensis,warty sea cucumber,0.125,35.44715907349808,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Patiria miniata,bat star,3.75,43.45863254478437,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Pisaster giganteus,giant-spined sea star,0.015,0.29918632650853405,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Pycnopodia helianthoides,sunflower star,0.1681,10.353494153197047,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Strongylocentrotus franciscanus,red sea urchin,0.5833,71.69165470214577,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.25,2.878294894563569,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Tegula regina,queen tegula,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-01,Tethya aurantia,orange puffball sponge,0.4181,50.272959667296,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Crassedoma giganteum,rock scallop,0.0264,1.660956488444814,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Haliotis rufescens,red abalone,0.0111,8.084085164626467,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Kelletia kelletii,Kellet's whelk,0.0139,1.8232292477326706,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Lithopoma gibberosa,red turban snail,0.0417,3.111509641629899,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Lophogorgia chilensis,red gorgonian,0.0514,5.464459430033927,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Macrocystis pyrifera,giant kelp,0.41,42.460950907731956,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Megastraea undosa,wavy turban snail,0.001,0.6037259709132143,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Megathura crenulata,giant keyhole limpet,0.0028,0.4642315971408722,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Muricea californica,California golden gorgonian,0.0014,0.3652859066417114,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Parastichopus parvimensis,warty sea cucumber,0.0417,15.993604128787734,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Patiria miniata,bat star,3.5833,64.01496914639355,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Pisaster giganteus,giant-spined sea star,0.075,2.1135191304361283,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Pycnopodia helianthoides,sunflower star,0.2403,19.48433424470217,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Strongylocentrotus franciscanus,red sea urchin,1.4167,227.38569680049326,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Strongylocentrotus purpuratus,purple sea urchin,3.2083,77.32105981752494,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Tegula regina,queen tegula,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-07-01,Tethya aurantia,orange puffball sponge,0.3542,64.51358937628525,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Crassedoma giganteum,rock scallop,0.0181,2.1340246558658507,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Haliotis rufescens,red abalone,0.0042,3.0941619108515614,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Kelletia kelletii,Kellet's whelk,0.0431,7.068718052333607,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Lithopoma gibberosa,red turban snail,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Lophogorgia chilensis,red gorgonian,0.0431,5.351342500182135,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Macrocystis pyrifera,giant kelp,0.52,13.445050138,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Megastraea undosa,wavy turban snail,5e-4,0.29517400853401565,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Megathura crenulata,giant keyhole limpet,0.0028,0.3654311971698357,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Muricea californica,California golden gorgonian,5e-4,0.28121716519950507,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Muricea fruticosa,brown gorgonian,5e-4,0.02472628621736287,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Parastichopus parvimensis,warty sea cucumber,0.0417,15.993604128787734,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Patiria miniata,bat star,4.5,51.70978726595496,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Pisaster giganteus,giant-spined sea star,0.05,1.5818938477686428,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Pycnopodia helianthoides,sunflower star,0.0722,4.391344926704719,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Strongylocentrotus franciscanus,red sea urchin,0.3333,51.01139379590933,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Strongylocentrotus purpuratus,purple sea urchin,3.0417,69.29020773105567,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Tegula regina,queen tegula,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-07-01,Tethya aurantia,orange puffball sponge,0.2361,27.20159671052406,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Crassedoma giganteum,rock scallop,0.0222,3.141295812538347,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Haliotis rufescens,red abalone,0.0069,5.7649430133284545,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Kelletia kelletii,Kellet's whelk,0.0278,3.8181628286647307,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Lithopoma gibberosa,red turban snail,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Lophogorgia chilensis,red gorgonian,0.0556,7.06597539631742,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Macrocystis pyrifera,giant kelp,0.285,29.877562785594055,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Megastraea undosa,wavy turban snail,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Megathura crenulata,giant keyhole limpet,0.0069,1.0735621263474733,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Muricea californica,California golden gorgonian,0.0014,0.44475404220328385,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Parastichopus parvimensis,warty sea cucumber,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Patiria miniata,bat star,4.6667,61.672020295792954,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Pisaster giganteus,giant-spined sea star,0.105,4.388684596552829,5 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Pycnopodia helianthoides,sunflower star,0.1792,18.561146723806676,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Strongylocentrotus franciscanus,red sea urchin,0.625,80.97986469273985,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Strongylocentrotus purpuratus,purple sea urchin,4.3333,94.87705394865078,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Tegula regina,queen tegula,0,0,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,Tethya aurantia,orange puffball sponge,0.4319,78.28822124903743,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2011,2011-07-01,Crassedoma giganteum,rock scallop,0.0347,5.459947876010241,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2011,2011-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2011,2011-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2011,2011-07-01,Haliotis rufescens,red abalone,0.0069,8.12451222846164,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2011,2011-07-01,Kelletia kelletii,Kellet's whelk,0.0014,0.2527825917669675,bands transects,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2011,2011-07-01,Lithopoma gibberosa,red turban snail,5e-4,0.05469979256842961,1 m² quads,Outside,TRUE,Outside
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2011,2011-07-01,Lophogorgia chilensis,red gorgonian,0.0472,6.133666384701475,bands transects,Outside,TRUE,Outside
