SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,ScientificName,CommonName,Mean_Density,SE,SD,Mean_Biomass,Survey_Type,ReserveStatus,Reference
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1997,1997-07-01,Muricea californica,California golden gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1997,1997-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1997,1997-07-01,Parastichopus parvimensis,warty sea cucumber,0.3333,0.1772,0.8681,78.84416679768506,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1997,1997-07-01,Patiria miniata,bat star,0.8333,0.2305,1.1293,7.539286754874112,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1997,1997-07-01,Pisaster giganteus,giant-spined sea star,0.27,0.1437,2.0324,7.422454261012126,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1997,1997-07-01,Pycnopodia helianthoides,sunflower star,0.0389,0.0875,2.3484,3.088019683998818,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1997,1997-07-01,Strongylocentrotus franciscanus,red sea urchin,0.4167,0.4167,2.0412,86.12354523709544,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1997,1997-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.2917,0.1532,0.7506,7.474002401754036,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1997,1997-07-01,Tethya aurantia,orange puffball sponge,0.1,0.1403,3.7659,8.188788270688512,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Crassedoma giganteum,rock scallop,0.0083,0.0373,1,2.3661737884954297,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Haliotis corrugata,pink abalone,0.0014,0.0108,0.2887,0.4158255456073624,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Haliotis rufescens,red abalone,0.005,0,0,3.6780383421358485,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Kelletia kelletii,Kellet's whelk,0.0014,0.0108,0.2887,0.9968380122980801,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Lophogorgia chilensis,red gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Lytechinus anamesus,white sea urchin,0.0111,0.0459,1.2309,0.8813363408465869,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Macrocystis pyrifera,giant kelp,7.34,1.1053,15.6307,301.1623412248,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Megastraea undosa,wavy turban snail,0.0833,0.0576,0.2823,15.5675199056777,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Megathura crenulata,giant keyhole limpet,0.0069,0.0192,0.5149,0.9241989711278535,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Muricea californica,California golden gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Parastichopus parvimensis,warty sea cucumber,0.1667,0.0777,0.3807,28.56292743798945,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Patiria miniata,bat star,0.003,0,0,0.019716612412084774,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Pisaster giganteus,giant-spined sea star,0.005,0.0112,0.1581,0.18010108821089094,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Pycnopodia helianthoides,sunflower star,0.0014,0.0108,0.2887,1.0216085977571265,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Strongylocentrotus franciscanus,red sea urchin,0.7917,0.4298,2.1055,86.61208523518363,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Strongylocentrotus purpuratus,purple sea urchin,24.125,4.3424,21.2732,297.85054415852323,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-01,Tethya aurantia,orange puffball sponge,0.075,0.1095,2.9388,8.031949337731135,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Crassedoma giganteum,rock scallop,0.0083,0.0297,0.7977,2.3661737884954297,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Haliotis rufescens,red abalone,0.0042,0.0232,0.6216,3.524888528972712,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Kelletia kelletii,Kellet's whelk,0.0139,0.0384,1.0299,1.9002645858359548,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Lophogorgia chilensis,red gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Lytechinus anamesus,white sea urchin,0.0014,0.0108,0.2887,0.8646791071788595,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Macrocystis pyrifera,giant kelp,1.43,0.2285,3.2309,89.76486440690475,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Megastraea undosa,wavy turban snail,0,0,0,0,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Megathura crenulata,giant keyhole limpet,0.0194,0.0569,1.5275,2.182894273586211,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Muricea californica,California golden gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Parastichopus parvimensis,warty sea cucumber,0.3333,0.1433,0.702,78.84416679768506,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Patiria miniata,bat star,0.0417,0.0417,0.2041,0.5735450655859506,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Pisaster giganteus,giant-spined sea star,0.135,0.0705,0.9971,5.911580547877095,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Pycnopodia helianthoides,sunflower star,0.0139,0.0384,1.0299,4.599790210434845,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Strongylocentrotus franciscanus,red sea urchin,1.4167,0.6166,3.0205,138.88820454899607,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Strongylocentrotus purpuratus,purple sea urchin,30.2083,5.0249,24.617,690.4439430513423,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-01,Tethya aurantia,orange puffball sponge,0.125,0.1184,3.1766,16.025029272672075,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Crassedoma giganteum,rock scallop,0.0097,0.0336,0.9003,2.5112453692272774,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Haliotis rufescens,red abalone,0.0111,0.04,1.0731,11.383159148937224,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Kelletia kelletii,Kellet's whelk,0.0028,0.0145,0.3892,1.0980217885343222,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Lophogorgia chilensis,red gorgonian,0.0014,0.0108,0.2887,1.1802418336258071,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Lytechinus anamesus,white sea urchin,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Macrocystis pyrifera,giant kelp,0.05,0.0655,0.9268,2.699361297368421,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Megastraea undosa,wavy turban snail,0.0833,0.0576,0.2823,43.51531752145729,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Megathura crenulata,giant keyhole limpet,0.0181,0.0434,1.1645,2.0519899621305417,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Muricea californica,California golden gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Parastichopus parvimensis,warty sea cucumber,0.375,0.1175,0.5758,88.42872864424415,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Patiria miniata,bat star,0.0417,0.0417,0.2041,0.43118172361141777,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Pisaster giganteus,giant-spined sea star,0.345,0.1368,1.9347,11.864884800174691,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Pycnopodia helianthoides,sunflower star,0.0069,0.0336,0.9003,0.24984678871601615,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Strongylocentrotus franciscanus,red sea urchin,5.375,1.0492,5.1399,547.9407025115689,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Strongylocentrotus purpuratus,purple sea urchin,82.9583,9.9908,48.9449,1018.064597888091,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-07-01,Tethya aurantia,orange puffball sponge,0.1347,0.1286,3.4499,10.901328263378335,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Crassedoma giganteum,rock scallop,0.0042,0.0169,0.4523,1.9413213020664466,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Haliotis rufescens,red abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Kelletia kelletii,Kellet's whelk,0.0014,0.0108,0.2887,0.9968380122980801,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Lophogorgia chilensis,red gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Lytechinus anamesus,white sea urchin,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Macrocystis pyrifera,giant kelp,1.64,0.6805,9.6242,37.02691446244897,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Megastraea undosa,wavy turban snail,0,0,0,0,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Megathura crenulata,giant keyhole limpet,0.0222,0.04,1.0731,2.4648420213368833,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Muricea californica,California golden gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Parastichopus parvimensis,warty sea cucumber,0.125,0.0915,0.4484,30.96732668645597,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Patiria miniata,bat star,0.0833,0.0576,0.2823,0.8390934716721976,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Pisaster giganteus,giant-spined sea star,0.66,0.2543,3.5963,15.508233021578569,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Pycnopodia helianthoides,sunflower star,0.2833,0.3902,10.4707,15.680605854008402,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Strongylocentrotus franciscanus,red sea urchin,4.0833,0.9685,4.7449,537.5222979932483,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Strongylocentrotus purpuratus,purple sea urchin,3.4583,2.2642,11.0924,80.87116812893763,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-01,Tethya aurantia,orange puffball sponge,0.0681,0.1023,2.7455,7.369737082786365,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Crassedoma giganteum,rock scallop,0.0069,0.0249,0.6686,2.2211022077635816,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Haliotis rufescens,red abalone,0.0028,0.0145,0.3892,0.4731516972384805,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Kelletia kelletii,Kellet's whelk,0.0028,0.0215,0.5774,1.0980217885343222,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Lophogorgia chilensis,red gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Lytechinus anamesus,white sea urchin,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Macrocystis pyrifera,giant kelp,2.05,0.4028,5.6964,130.686565528,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Megastraea undosa,wavy turban snail,0,0,0,0,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Megathura crenulata,giant keyhole limpet,0.0167,0.0355,0.9535,3.4944880572813837,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Muricea californica,California golden gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Parastichopus parvimensis,warty sea cucumber,0,0,0,0,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Patiria miniata,bat star,0.375,0.132,0.6469,5.586494195605897,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Pisaster giganteus,giant-spined sea star,0.44,0.1595,2.2555,9.431238661749806,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Pycnopodia helianthoides,sunflower star,0.1556,0.1304,3.4989,14.418621746839227,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Strongylocentrotus franciscanus,red sea urchin,1.5417,0.7801,3.8219,220.27402111275552,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.0215,0,0,0.40666045947772933,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-01,Tethya aurantia,orange puffball sponge,0.1347,0.152,4.0778,19.60074703576603,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Crassedoma giganteum,rock scallop,0.0083,0.0373,1,2.3661737884954297,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Haliotis rufescens,red abalone,0.0028,0.0145,0.3892,0.26496839700003016,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Kelletia kelletii,Kellet's whelk,0.0014,0.0108,0.2887,0.9968380122980801,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Lithopoma gibberosa,red turban snail,0,0,0,0,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Lophogorgia chilensis,red gorgonian,0.0028,0.0145,0.3892,1.34261743550106,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Lytechinus anamesus,white sea urchin,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Macrocystis pyrifera,giant kelp,1.025,0.2132,3.0144,72.89328972638887,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Megastraea undosa,wavy turban snail,0,0,0,0,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Megathura crenulata,giant keyhole limpet,0.0083,0.0337,0.9045,1.82313019357149,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Muricea californica,California golden gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Parastichopus parvimensis,warty sea cucumber,0.0417,0.0417,0.2041,11.82118755412095,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Patiria miniata,bat star,0.5,0.1703,0.8341,8.780699953347524,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Pisaster giganteus,giant-spined sea star,0.36,0.1379,1.9507,10.09584352771129,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Pycnopodia helianthoides,sunflower star,0.0944,0.1058,2.8391,8.044175351696326,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Strongylocentrotus franciscanus,red sea urchin,2.4583,1.298,6.3587,526.7395286127904,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.0417,0.0417,0.2041,98.4487581619658,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-07-01,Tethya aurantia,orange puffball sponge,0.1181,0.1118,2.9987,19.837315002103626,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Crassedoma giganteum,rock scallop,0.0167,0.0389,1.0445,3.236603272886516,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Haliotis rufescens,red abalone,0.0069,0.0336,0.9003,1.0016634573119536,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Kelletia kelletii,Kellet's whelk,0.0014,0.0108,0.2887,0.9968380122980801,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Lithopoma gibberosa,red turban snail,0,0,0,0,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Lophogorgia chilensis,red gorgonian,0.0042,0.0232,0.6216,1.504993037376313,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Lytechinus anamesus,white sea urchin,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Macrocystis pyrifera,giant kelp,0.285,0.0973,1.3754,25.92410818065,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Megastraea undosa,wavy turban snail,0,0,0,0,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Megathura crenulata,giant keyhole limpet,0.0056,0.0184,0.4924,0.9996272547980819,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Muricea californica,California golden gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Parastichopus parvimensis,warty sea cucumber,0.3333,0.1554,0.7614,78.84416679768506,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Patiria miniata,bat star,0.4583,0.1901,0.9315,8.0440283166278,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Pisaster giganteus,giant-spined sea star,0.185,0.1067,1.5087,4.687761722088002,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Pycnopodia helianthoides,sunflower star,0.1056,0.0784,2.1034,12.159955362768013,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Strongylocentrotus franciscanus,red sea urchin,1.3333,0.7558,3.7027,334.17651918567265,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.7917,0.5549,2.7184,10.221300200704503,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-01,Tethya aurantia,orange puffball sponge,0.0931,0.106,2.8431,14.636635540371937,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-01,Crassedoma giganteum,rock scallop,0.0125,0.0393,1.0553,0.6246253224699191,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-01,Haliotis rufescens,red abalone,0.0125,0.0576,1.5448,2.652014237140659,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-01,Kelletia kelletii,Kellet's whelk,0.0042,0.0169,0.4523,1.1992055647705642,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-01,Lithopoma gibberosa,red turban snail,0,0,0,0,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-01,Lophogorgia chilensis,red gorgonian,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-01,Lytechinus anamesus,white sea urchin,0,0,0,0,Bands,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-01,Macrocystis pyrifera,giant kelp,0.775,0.2277,3.22,58.328186324390245,Five_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-01,Megastraea undosa,wavy turban snail,0,0,0,0,One_Meter,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-01,Megathura crenulata,giant keyhole limpet,0.0014,0.0108,0.2887,0.3703730380461763,Bands,Outside,TRUE
