SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Dim 1,Dim 2,Dim 3,Type,ReserveStatus,Reference
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1985,-0.42000666293469735,-0.017619386699035802,0.10692135335028348,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1986,-0.4060214871739506,-0.10481761649217107,0.035343655272099,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1987,-0.4548849897474993,-0.026255323292151623,0.14687666301220603,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1988,-0.4651278572083306,0.0025465199242570855,0.10853917569737433,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1989,-0.4413972860483086,-0.018570946619030623,0.1583180446960448,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1990,-0.4267674423211707,-0.031985423747770234,0.13972966948922835,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1991,-0.4496057771246715,-0.005174556155053942,0.07953856980105857,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1992,-0.4281166651406999,-0.05505416501276169,0.09846998997419094,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1993,-0.41364513697189625,-0.044710087325737266,0.10600638942938645,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,-0.4557199780758023,0.01062213142212648,0.09319363182393404,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,-0.4710742597004511,0.020264779534371054,0.10214055682389224,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,-0.4488613505213467,-0.023620063779866408,0.14600908517561118,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,-0.44713364833198144,-0.04935261453971227,0.11641670184812439,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,-0.40024884229134783,0.013024803059841489,0.12364801683597952,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,-0.4269643034872661,-0.0306696797663996,0.14272920551070878,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,2000,-0.43326809075341866,-0.0385833828904047,0.131765249344648,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,2001,-0.41079493202181755,0.020267968315308287,0.09836226259389895,3D_All,Outside,NA
NA,NA,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002,-0.3901229842984556,-0.019033056777241937,0.1444863874535582,3D_All,Outside,NA
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2003,0.09950608602021996,-0.012808590555902303,-0.056616759060108525,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2004,0.10976643290399055,0.03162757425193195,0.009347117230968306,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2005,0.18295264183370624,0.05408056445904846,-0.007524557586041268,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2006,0.17570024488509814,0.04854072850766636,-0.008296638514537104,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2007,0.18732050277717524,0.04456872522415605,-0.004227076709292799,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2008,0.16824236808239804,0.11627278101691954,0.08773669093404503,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2009,0.1905507343234639,0.029571551319832325,-0.0046933786658684765,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2010,0.1822297272412813,0.026643214531089286,-0.010243268349739817,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2011,0.185640037280082,0.037268310620543234,-0.011972986757724752,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2012,0.16952523873996758,0.026993068029640972,-0.018714705012555417,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2013,0.18895312807423362,0.027720422539692997,-0.011923205107333404,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2014,0.18538563285516044,0.029318377098247965,-0.012381818791090805,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2015,0.1969614675668679,-0.11938434470453427,0.044782557017825644,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,0.23117384937078184,-0.17109344279472613,0.03734190220110383,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2017,0.2418958640144954,-0.2109331666891046,0.03591621482824946,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2018,0.28076365183254776,-0.32931390006508,0.10643493695183541,3D_All,Inside,TRUE
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2019,0.28176968950617354,-0.309640061970041,0.09087712480108552,3D_All,Inside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1982,-0.16474240127595952,-0.09357894348507886,-0.029221765364616296,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1983,-0.22905027059001143,-0.11644450863579797,-0.04384440524308901,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1984,-0.29373220788595766,-0.08995926116031035,-0.062431129215144515,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1985,-0.1979498492578495,-0.07650928323954463,-0.04967901929862333,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1986,-0.3383647030676215,-0.0935113598537086,0.03533504216461304,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1987,-0.3096067717464671,-0.014886246641742236,0.18682342949331449,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1988,-0.42790675612561546,0.02034433199217525,0.11892018908731558,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1989,-0.3087116313909515,-0.02311848297001212,0.11331741028440023,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1990,-0.3542307645898317,-0.1241188937860065,0.005173457066343575,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1991,-0.2671365174950106,-0.12634443881043325,0.010449488106038279,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1992,-0.24307444573315076,-0.1535814632067572,-0.0016198889369722648,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1993,-0.21947016693306115,-0.07086319836534703,0.10590731712476656,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1994,-0.21544529271735596,-0.13978960660629625,-0.01121328038230051,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1995,-0.39127040653529593,0.004763301846139735,0.18745632251656902,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1996,-0.33807537876976174,-0.10658709769786313,0.031322789226865495,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1997,-0.39694483465341057,-0.0031469460644675588,0.18359466231946403,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1998,-0.3000643295803857,-0.019813151839072052,0.1575797417516676,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,1999,-0.36650314659181416,-0.0030150654027610887,0.19043294406442618,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2000,-0.3944428388832934,-0.022585475769428334,0.15228370968817206,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2001,-0.3630465912709049,0.002939545982208654,0.19000737321823097,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2002,-0.42480533958265887,0.027480881140296308,0.12676596313913652,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2003,0.10520521430659716,0.09912702936232612,0.1375707961919115,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2004,0.10479008134373885,0.06821388130594078,0.16741307413798825,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2005,0.11483434450092411,0.15046363893790282,0.1886489957129477,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2006,0.1879514626900509,0.029435227112361288,0.06846041094785174,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2007,0.1786262459113754,0.09766381589401299,0.06958509374232759,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2008,0.16898627178744718,0.13948023020498654,0.11025026850333827,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2009,0.1346015244769066,0.21048153405411474,0.2233527997307857,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2010,0.1498966242563207,0.19249616734918137,0.17790267439883706,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2011,0.15635058352145226,0.25231525511408986,0.23573995280774307,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2012,0.15920583121580056,0.20760839156843017,0.18852811966596997,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2013,0.15975716216967642,0.2085005984300604,0.18278820141892616,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2014,0.17862063294492983,0.08317468641032909,0.04834180966356104,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2015,0.1511955053480574,0.06039340974853,0.06995284671979798,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2016,0.21722779466914488,-0.09678493381157735,0.05011179729435006,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2017,0.1570205971693747,-0.0091273386145906,0.03276106116156086,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2018,0.17278376910600912,-0.02184684211240604,0.13236026358985373,3D_All,Outside,TRUE
15,SB,Santa Barbara Island,AP,Arch Point,2019,0.19835779410108373,-0.07447358262016376,0.04510951532516612,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1986,-0.25903858412094677,-0.03873379925051698,0.14145491357368048,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1987,-0.2028998569058131,-0.15248761270454816,-0.02676802833386053,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1988,-0.20974120673804347,-0.16536938002132198,-0.032848255196928355,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1989,-0.19082172494884447,-0.13785136169120998,-0.01885952496226782,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1990,-0.24995624295564403,-0.15601679819288797,-0.01957776484420492,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1991,-0.2058276038145465,-0.1625725346486701,-0.009352640990284761,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1992,-0.15640866364813127,-0.13268763601802572,-0.05165685923994444,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1993,-0.11508708825678016,-0.1876290582592294,-0.06392479998907188,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1994,-0.2876619686798486,-0.038238050140373764,0.06978911624674532,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1995,-0.17332611287680072,-0.10408103179276512,-0.10476249516014842,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1996,-0.03572514334526296,-0.160721302033323,-0.036267072045332485,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1997,-0.11912742564347244,-0.1378221910328176,-0.01743360629618014,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1998,-0.1939414242591302,-0.12855813401588384,0.0036430990309869963,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,1999,-0.32308009018315287,-0.046030540682866966,0.13001978752182886,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2000,-0.23770300816335446,-0.1304506266650582,-0.013052288188832148,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2001,-0.36409173497111874,-0.1252614257049819,-0.004312351402140537,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2002,-0.40111531121347116,0.027596158632371356,0.1356067479903979,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2003,0.14833460348374056,-0.04358345589229013,-0.009896703265617682,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2004,0.06102693808193001,0.12053898164250515,0.18879018522923505,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2005,0.16864978509329284,0.05734295572080159,0.037042959233128406,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2006,0.17885807427545744,0.05187501150970491,0.034558922820720116,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2007,0.17623718971993188,0.07386462034494704,0.04703883670545107,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2008,0.050422941075457604,0.1507208489410403,0.1902626709901167,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2009,0.12483255306937666,0.23421174829994076,0.23790327708565634,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2010,0.16893109919849464,0.08487911404479676,-0.03503097221084748,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2011,0.17448139344812535,0.08675059948978535,0.026496456124783154,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2012,0.17691493979893272,0.09201012250177851,0.03737972795558183,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2013,0.1855583416280265,0.008304965685650692,0.00817040541398694,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2014,0.19660299057852965,-0.031662030696411075,0.033694136625231026,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,0.165849975512655,-0.05677809356969461,0.04681509918161695,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,0.18370665018196294,-0.044336753730520186,0.00695910352440221,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,0.1815666418653885,-0.11515249049068374,0.03778053959374152,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,0.20438041398855172,-0.0863026958758485,0.01840044791340142,3D_All,Outside,TRUE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,0.2067974305922978,-0.09580847281482172,0.036817266629307975,3D_All,Outside,TRUE
21,SM,San Miguel Island,MM,Miracle Mile,2005,0.10224690943134535,0.02043264217142439,-0.27369310855195544,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2006,0.16605645648644904,0.09824009726228433,-0.34061584539023454,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2007,0.10107759504291125,0.05882506638935499,-0.30895306960377605,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2008,0.1765955675571599,0.05307525152910108,-0.2867760130856649,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2009,0.16621836197893203,0.06863377813523774,-0.29819089211823613,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2010,0.16780271823550788,0.07283219064712662,-0.3378944764454634,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2011,0.1777866968143268,0.12575607048535206,-0.3891639005793408,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2012,0.19130924706309285,0.030083986598320293,-0.25089321740919185,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2013,0.1772713299687212,0.08979552698869345,-0.3278324062583294,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2014,0.17588467217198392,0.1316464450285681,-0.3523763667062505,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2015,0.16945522614305442,0.09451087996603384,-0.33927119261172267,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2016,0.16890929199588453,0.09169997426545763,-0.29819573160932195,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2017,0.18715326317416447,0.12657172381087176,-0.30320393160017484,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2018,0.17078189699969945,0.12834863440922123,-0.2293941036038075,3D_All,Outside,FALSE
21,SM,San Miguel Island,MM,Miracle Mile,2019,0.16331664787157418,0.10457026175835059,-0.16325560844884449,3D_All,Outside,FALSE
22,SR,Santa Rosa Island,CP,Cluster Point,2005,0.14262320743740145,0.11802867196313635,-0.2949750260712445,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2006,0.17080647661655007,0.1150450279855134,-0.3185290998068236,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2007,0.17845161864698056,0.11526727854490948,-0.3107641755033294,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2008,0.17109772516107621,0.07007829099673321,-0.30077037120367384,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2009,0.17489391974560645,0.09305890873879073,-0.3187466255001923,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2010,0.17674482746255743,0.12825483364560625,-0.32669277397330143,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2011,0.18691992588175144,0.06712871974086193,-0.26806585244268727,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2012,0.14799785841011076,0.09698418920039176,-0.2991053970210866,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2013,0.1722007995409368,0.12392133546945419,-0.28395376593883676,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2014,0.18001361277555303,0.11480404119134822,-0.3132001554527884,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2015,0.18158579737227853,0.1070908731562283,-0.23615829312001052,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2016,0.17459118844138344,0.12974930104846705,-0.1755719916234994,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2017,0.1735293365549016,0.16567533380697103,-0.14245498187501257,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2018,0.15513919518499952,0.15816075268927945,-0.10591162879897296,3D_All,Outside,TRUE
22,SR,Santa Rosa Island,CP,Cluster Point,2019,0.16960456329107623,0.17225430048904394,-0.07124644530250644,3D_All,Outside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2005,0.1791811339270011,-0.050340883069216524,-0.15543315139533362,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2006,0.2134293334047167,-0.07151167195630423,-0.14027267723010176,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2007,0.2029552047208938,-0.03180704771811376,-0.16267577159171817,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2008,0.2100762345480993,-0.09889353788009882,-0.10621766837124624,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2009,0.21181743797016805,-0.08005539739170515,-0.1242886820076536,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2010,0.1805579755885142,0.011950511665867754,-0.2136620155428956,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2011,0.19140517202046783,-0.011447637425445543,-0.09315581281003768,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2012,0.19986762375841335,-0.028437424646739873,-0.09344006782889187,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2013,0.2006556691081699,-0.04700784716132122,-0.09450775554530454,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2014,0.20825006134373614,-0.07186637587962996,-0.09570911620013503,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2015,0.1978707464897732,-0.048125987656467535,-0.03452596875193684,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2016,0.21045828598571126,-0.08298611037756866,-0.07368789306481213,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2017,0.20028452830628785,-0.07193201552424865,-0.040156207685094404,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2018,0.17383893166143785,-0.10461770170464849,-0.016767100139925654,3D_All,Inside,TRUE
23,SR,Santa Rosa Island,TC,Trancion Canyon,2019,0.19733372505155988,-0.023096357277521896,-0.08002844819968134,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2005,0.16288219640863683,0.004889707495618639,-0.16274304536804254,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2006,0.1937682127592742,-0.02300596728093893,-0.15799274541245206,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2007,0.18586114976491228,-0.0293462762852687,-0.1636185075875122,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2008,0.18619286079830025,-0.037699569953047164,-0.1756681574341027,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2009,0.20286660495234676,-0.04693595379630456,-0.154855168122211,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2010,0.195365209132155,-0.034109999441343956,-0.16116022755758846,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2011,0.18984168417411748,-0.02825966893136195,-0.15914617685937016,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2012,0.22112512482925303,-0.09287428396055641,-0.12528122434878392,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2013,0.2142616678918015,-0.08281182828987901,-0.1233359118682422,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2014,0.2223702379669723,-0.11024533845865293,-0.10796223845547179,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2015,0.22180701001437608,-0.10699018036401665,-0.08333491483013296,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2016,0.2201597870836361,-0.1028832295892606,-0.09437846970398574,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2017,0.22002903045673805,-0.11542331958384923,-0.07957962513918862,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2018,0.2149185896993884,-0.10632068307897803,-0.0911681433410177,3D_All,Inside,TRUE
24,SR,Santa Rosa Island,CSAW,Chickasaw,2019,0.2272645944776765,-0.12374449262932538,-0.07405629085890401,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2005,0.13136224468792568,0.07833063098915102,-0.30305985874028135,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2006,0.20271176014595194,-0.062461213984998085,-0.10626751548755042,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2007,0.1820102087918203,0.012488670921050646,-0.22655989050959746,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2008,0.17937994566545,-0.006521697285196663,-0.21908847954745683,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2009,0.20820655468528926,-0.07905437219583879,-0.114721675924809,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2010,0.204289475093706,-0.06619774568599453,-0.10963733519301003,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2011,0.19926584068482164,-0.040179852606655964,-0.10522808249704453,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2012,0.20326494538866124,-0.07420173564777102,-0.12786699976829594,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2013,0.1908973628161537,-0.007224202202719047,-0.19427404904113604,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2014,0.2190407367724913,-0.10275399480013898,-0.07612963074853073,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2015,0.215009967711808,-0.12303499940355543,-0.08006764102301502,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2016,0.21229404886614764,-0.0961549465691117,-0.08929180067753273,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2017,0.21875364140601955,-0.1077928208621548,-0.07360783423551025,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2018,0.219684884990461,-0.11767343384842059,-0.05810789942132453,3D_All,Inside,TRUE
25,SR,Santa Rosa Island,SP,South Point,2019,0.21184959989730198,-0.06808674765531765,-0.09843795682803519,3D_All,Inside,TRUE
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2005,0.159133350346959,0.12630346236903953,0.054463158142663545,3D_All,Outside,TRUE
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2006,0.1824913882383757,0.20830021598777526,-0.023147221652624173,3D_All,Outside,TRUE
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2007,0.1799324731729602,0.14278982165542015,0.03305205992065274,3D_All,Outside,TRUE
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2008,0.15318186565280698,0.25553266070674335,0.18657704381238988,3D_All,Outside,TRUE
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2009,0.18194005688612713,0.07771220826785988,0.016950184160081237,3D_All,Outside,TRUE
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2010,0.18767319329043486,0.10258409709846009,0.03373642538963225,3D_All,Outside,TRUE
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2011,0.1421412562980768,0.17186765514007932,0.14414373319790091,3D_All,Outside,TRUE
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2012,0.19380826625114672,0.14619170381597554,0.011160367056495714,3D_All,Outside,TRUE
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2013,0.12259723712501212,0.2857998490547683,0.11434213059268508,3D_All,Outside,TRUE
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2014,0.1554660324228878,0.23292521651593148,0.14580157218433684,3D_All,Outside,TRUE
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2015,0.1652460570644224,0.26043221893284957,0.11975927477870218,3D_All,Outside,TRUE
