SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,ReserveStatus,Reference,brown_algae,bladder_chain_kelp,red_algae,articulated_coralline_algae,encrusting_coralline_algae,sea_tongue,orange_cup_coral,La_Jolla_cup_coral,ornate_tube_worm,scaled_wormsnail,tunicates,Miscellaneous_Invertebrates_w_spiny_brittle_stars,acid_weed,green_algae,agar_weed,miscellaneous_plants,sponges,club_tipped_anemone,colonial_sand_tube_worm,bryozoans,Southern_staghorn_bryozoan,aggregated_red_sea_cucumber,spiny_brittle_star,Miscellaneous_Invertebrates_wo_spiny_brittle_stars,island_kelpfish,California_brown_sea_hare,Coronado_urchin,blackeye_goby,gumboot_chiton,chestnut_cowrie,Southern_sea_palm,threaded_abalone,white_abalone,oar_weed,blue_banded_goby,California_spiny_lobster,ochre_sea_star,California_sea_palm,devil_weed,stalked_tunicate,California_hydrocoral,white_spotted_rose_anemone,wakame,blacksmith,black_surfperch,striped_surfperch,opaleye,garibaldi,senorita,kelp_bass,pile_perch,kelp_rockfish,blue_rockfish,olive_rockfish,California_sheephead_female,California_sheephead_male,rock_wrasse_female,rock_wrasse_male,wavy_turban_snail,warty_sea_cucumber,bat_star,giant_spined_sea_star,red_sea_urchin,purple_sea_urchin,rock_scallop,pink_abalone,green_abalone,red_abalone,Kellets_whelk,red_gorgonian,white_sea_urchin,giant_kelp,giant_keyhole_limpet,brown_gorgonian,sunflower_star,orange_puffball_sponge,red_turban_snail,California_golden_gorgonian,queen_tegula,total_benthic_biomass,total_biomass,richness_all,shannon_all,simpson
5,SR,Santa Rosa Island,RR,Rodes Reef,1983,Outside,FALSE,13.750000000000002,8,50.74999999999999,0.25,39.75,0,2.5,8.5,2.75,0,0,3.75,4.25,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34355210531352,7.968032493545003,281.49799942204817,107.93479360513432,3.8679103291832098,0,0,0,0,0,2.7778851160814253,6.862395837717839,1.1934829505010836,0,0,26.949767445218185,0,0,0,448.39581930474276,448.39581930474276,24,1.5906305536550875,0.8036411308371936
5,SR,Santa Rosa Island,RR,Rodes Reef,1984,Outside,FALSE,4.3999999999999995,9.4,32,0.2,37.2,0,2,8.799999999999999,0.8,0.8,0,26.8,0,0,0,0,0,0.2,3,0,0,0.2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20150,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.564661122148928,17.931953541045786,6.1916566575260035,4.242219559099384,364.5790322107355,114.23926682475646,2.3102235969884672,0,0,0,2.435144102805886,0,2.200946767459026,42.899290051068384,2.2063320523902656,0,0,31.70560875908022,0,0,0,605.5063352451043,605.5063352451043,24,1.4305502682236129,0.7710141582025238
5,SR,Santa Rosa Island,RR,Rodes Reef,1985,Outside,FALSE,0.2,0,15.8,1,50,0,3.3000000000000003,6,1.9,0.7000000000000001,4.1000000000000005,12.1,0,0.1,0,2.9000000000000004,2.1,0.1,3.3000000000000003,3,0,0,0,0,200,19.400000000000002,0,0,0,150,0,0,0,0,0,0,0,0,0,4500,0,38.800000000000004,0,160,80,50,0,0,733.4000000000001,0,26.599999999999998,40,96.60000000000001,66.60000000000001,10,0,0,0,0.17867624718403946,1.0923142255847815,1.8754918271089807,4.242219559099384,659.8647277061957,134.88675458146005,1.4850372508598446,0,0,0,7.030083739430776,0.13730201949390053,3.1875113436033287,7.048902389499999,6.109382191417556,0,1.23831324973257,11.972037867428691,0.04803453992152964,0,0,840.3967887380211,840.3967887380211,51,1.530478071394676,0.7693773118603098
5,SR,Santa Rosa Island,RR,Rodes Reef,1986,Outside,FALSE,0.8999999999999999,0,8.5,0.1,56.39999999999999,0,6.1,11.200000000000001,0.5,1.2,1.4000000000000001,10.9,0,0.2,0,1.3,2,0.7000000000000001,0,2.9000000000000004,0.4,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,100,0,116.6,0,20,16.6,6.6,0,0,0,26.599999999999998,0,3.4,13.4,16.6,23.400000000000002,3.4,0,0,14.790532285183899,31.095277600400934,4.64882931011499,22.345047218548842,899.1614615028814,412.15858767572394,2.2479161277006776,0.007959494290098306,0,0,7.2944974998954555,1.0503624880335842,22.000344466072626,0.6569933075,5.042826997474115,0,0.24918941014273496,4.288707953452683,0,0,0,1427.0385333374159,1427.0385333374159,51,1.18061122432772,0.7741735896261613
5,SR,Santa Rosa Island,RR,Rodes Reef,1987,Outside,FALSE,0,0,1.9,0,58.199999999999996,0,8.3,16.5,0.5,0.2,0.6,6.1,0,0,0,0,0.1,1.3,0,0.7000000000000001,0.3,0,0,0,0,5.6,0,200,0,150,0,0,0,0,0,0,0,0,0,0,0,113.8,0,73.4,43.4,0,0,0,0,36.6,6.6,0,50,0,33.4,0,0,0,0.3485020899629005,20.21316716001084,5.741233867853214,10.612361083272416,457.3127193148873,90.0733197767994,3.691372499534472,0,0,0,3.221524937840008,1.8161877475752535,0.7422458841233989,0,10.444655727058086,0,7.204098643986684,11.521713229675804,0,0,0,622.9431019625798,622.9431019625798,51,1.3429876643000709,0.7469997158236387
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,Outside,FALSE,0.5,0,7.3999999999999995,0.2,38.7,0,5.2,6,1.0999999999999999,0,0.2,32.6,53.7,0,0,0,0.2,0.4,0,1.7999999999999998,0.2,0,0,0,0,100,0,100,0,50,0,0,0,0,0,0,0,0,0,250,0,80.60000000000001,0,0,16.6,0,0,0,6.6,0,3.4,6.6,10,50,3.4,0,0,0,8.254119584618278,0.39550375956057177,5.77589642456311,6.730938248327441,339.21132137090467,11.10553282079459,0.4799072565553267,0,0,0,0.3914489507564603,0.06663769279875334,0,46.890248156249996,3.6965849967913997,0,1.1853696128744586,5.788514545578688,0,0,0,429.9720234203737,429.9720234203737,51,1.5997594353769942,0.8264551415228514
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,Outside,FALSE,0,0,25.5,0.6,34.9,0.1,10.6,9.3,6.7,0,3.4000000000000004,7.199999999999999,3.2,0,0,0,0.8999999999999999,0.3,2,4.8,2.1,0,0,0,200,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1450,0,83.4,0,200,16.8,23.4,0,0,0,16.6,3.4,0,10,10,46.6,0,0,0,0.23564965917067893,9.219981269228889,16.267638334707698,9.36637573736976,596.6233151036819,74.49161584804483,1.2840772034644092,0,0,0,1.2709457435568416,1.3611321585722327,0,80.81724126666667,5.934266786881614,0,7.598577156167673,8.965948852781967,0,0,0,813.4367651202951,813.4367651202951,51,1.8444280443009782,0.79540752853132
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,Outside,FALSE,0.2,0,15.7,0.7000000000000001,15.9,0,6.6000000000000005,10,4.5,0,3.4000000000000004,12,0.1,0,0,4.7,1.2,0.3,3.5000000000000004,11.799999999999999,6.2,0,0,0,50,0,0,50,0,200,0,0,0,0,0,0,0,0,0,250,0,83.4,0,50,20,40,0,0,6.6,0,0,33.199999999999996,16.8,3.4,16.6,6.6,0,0,0,12.093551696895023,15.174448425699337,5.701115087125274,989.7450948193278,38.57409639582327,1.9675325159056238,0,0,0,1.0019444921931742,0,0,25.860190819897955,1.163097477444408,0,6.642586714461719,12.121996889854062,0,0,0,1110.0456553346278,1110.0456553346278,52,1.3486028410812088,0.7986328618898935
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,Outside,FALSE,0.1,0,14.799999999999999,1.0999999999999999,23.200000000000003,0.6,7.5,11.1,8.799999999999999,0,3.3000000000000003,11.799999999999999,0,0,0.1,1.7999999999999998,1.9,0.6,1.0999999999999999,9.700000000000001,4.8,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,850,0,91.6,0,3.4,13.4,20,0,0,6.6,3.4,0,6.6,50,0,36.6,30,0,0,0,0,24.849660629964212,5.861400562551677,319.9994600544917,44.05131144685777,0.1928781777679567,0,0,0,0.5637010362069464,1.0503624880335842,0,50.78134400325,1.2262444849798357,0,5.4882905927034145,11.379561103757599,0,0,0,465.4442145805647,465.4442145805647,52,1.7413393218719255,0.8212837945673338
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,Outside,FALSE,0,0.2,41.9,2.3,26.400000000000002,1.5,5.2,6.2,10.299999999999999,0,1.7000000000000002,12.2,0,0,0.6,0,1.7000000000000002,0.6,1.0999999999999999,14.099999999999998,0.3,0,0,0,0,5.6,0,250,0,0,0,0,0,0,0,0,0,0,0,1450,0,127.8,0,3.4,0,0,0,0,0,0,0,0,3.4,3.4,23.400000000000002,0,0,0,0,0,20.549905215097105,8.444296414390953,475.3527621590784,23.590128946606665,1.6767643258959384,0,0,0,1.6057798611315248,0,0,36.67231460740741,2.570957729070371,0.10946574659913748,3.25882964295511,15.156910122361895,0,0,0,588.9881147705945,588.9881147705945,52,1.660254624423636,0.818581038641983
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,Outside,FALSE,0,0,72.7,2,24,1,3.9,5.2,10.5,0,2.9000000000000004,9.2,0,0,0.1,0,4.1000000000000005,0.4,0,27.400000000000002,0,0,0,0,450,0,0,300,0,200,0,0,0,0,0,0,0,0,0,3450,0,69.4,0,0,13.4,0,0,0,3.4,20,0,0,23.400000000000002,3.4,23.400000000000002,16.6,0,0,0,0,11.953751558136295,15.685625105953273,779.8287250255049,37.79097455042009,1.6767643258959384,0,0,0,1.5039281121539718,0,0,31.58591480740741,3.096712316431347,0,1.579793095454746,14.689244306246499,0,0,0,899.3914332036045,899.3914332036045,54,1.774987907964718,0.8130758017001936
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,Outside,FALSE,0,1,69,0.4,22.900000000000002,0.8999999999999999,1.7999999999999998,5.7,7.1,0,2.3,30.3,0,0,0,0.1,0.7000000000000001,0.2,0,8.3,0.8999999999999999,0,0,0,400,16.6,0,150,0,200,0,0,0,0,0,0,0,0,0,1950,0,75,0,16.6,3.4,16.8,0,0,0,23.400000000000002,3.4,0,16.6,0,6.6,0,0,0,0,0,10.52224074729373,3.6795322990668726,451.64160033341307,11.878611246737355,3.265604792734576,0,0,0,7.767810674273488,1.0503624880335842,0.8755157553738608,12.070985032608695,3.5051785457552302,0,1.7902953212040125,12.620133212062173,0,0,0,520.6678704485566,520.6678704485566,54,1.8420610742800123,0.8190017460658245
5,SR,Santa Rosa Island,RR,Rodes Reef,1995,Outside,FALSE,0,0,47.8,0,40.8,3,2.1,6.1,3.5999999999999996,0,1.4000000000000001,22.8,0.1,0,0,1,0.6,0.8,0,4.3999999999999995,1.5,0,0,0,0,0,0,100,0,700,0,0,0,0,0,0,0,0,0,1050,0,91.6,0,0,30,0,0,0,0,0,0,0,6.8,0,6.6,6.6,0,0,23.83694111665874,0,12.741642487497158,5.871619407431782,412.2260613745425,60.41554705788473,2.2479161277006776,0,0,0.5571752696169535,27.85711060761401,1.0503624880335842,0.8826426408568434,0,2.699607986292834,0,6.743106555477214,12.177658275798,0,0,0,569.307391395405,569.307391395405,54,1.5548039467650303,0.8342514287091217
5,SR,Santa Rosa Island,RR,Rodes Reef,1996,Outside,FALSE,8.83,0,71.5,0,43.33,0.16999999999999998,1.3299999999999998,6.67,2.17,0,1.83,16.830000000000002,22.67,0.16999999999999998,0,0,0.16999999999999998,0.16999999999999998,0,4.17,2.33,0,0,0,0,38.800000000000004,0,166.6,0,166.6,83.4,0,0,250,0,0,0,0,0,583.4,0,72.2,0,0,0,0,0,0,3.4,3.4,0,0,0,0,3.4,0,0,0,0,0,12.949054528668482,2.4226901060996897,455.73214301016145,15.446234600507013,2.3933002227055202,0,0,0,8.235182556660478,1.0503624880335842,0,1.1792349785074627,2.4161377376089237,0,3.4755917447559015,6.40013724938899,0,0,0,511.7000692230975,511.7000692230975,59,1.527328353235285,0.8389668602323845
5,SR,Santa Rosa Island,RR,Rodes Reef,1997,Outside,FALSE,2,0.16999999999999998,62.33,0.16999999999999998,51.33,0,2.33,4.67,1,0,2.67,2.33,16.830000000000002,0,0,3.17,0.33,0.33,0,7.670000000000001,1.83,0,0,0,0,22.2,0,0,0,416.6,83.4,0,0,333.4,0,0,0,0,0,500,0,102.8,0,13.4,3.4,10,0,0,26.599999999999998,3.4,0,0,3.4,0,3.4,3.4,0,0,16.89099938424541,0,25.514734164406917,4.75297177275315,225.9185200936304,22.553463629761573,2.2479161277006776,0,0,1.315889115811905e-4,0.44596801934089236,0,0.9956546820869958,0.6328967787671232,1.4933415299451378,0,1.7092480202970846,10.068808907353601,0,0,0,313.2246546992005,313.2246546992005,59,1.5812731351917981,0.8433552589015199
5,SR,Santa Rosa Island,RR,Rodes Reef,1998,Outside,FALSE,2.67,2.5,27,0,56.330000000000005,0,0.83,5.17,0.83,0.33,1.67,9.83,5.83,0,0,4.83,0.67,0.16999999999999998,0,2.67,0.16999999999999998,0,0,0,166.6,13.799999999999999,0,250,0,416.6,0,0,0,750,0,0,0,0,0,833.4,0,77.8,0,0,3.4,0,0,0,6.6,3.4,0,0,0,0,6.6,0,0,0,18.554949736379598,2.7174805047489863,2.005851254887047,1.8886533817394122,561.7937423768723,58.05556677333047,2.538684317710363,0,0,0,2.3308149638793063,1.2057473233029086,1.8080780025406487,0.25431999,2.145561106276915,0,0,7.998049920900591,0,0,0,663.2974996525685,663.2974996525685,59,1.422563357908424,0.79732283450248
5,SR,Santa Rosa Island,RR,Rodes Reef,1999,Outside,FALSE,0.5,0,7.829999999999999,0,96.83,0,0.5,6.67,0.16999999999999998,0,0.83,11.33,0,0,0,13.5,0.33,0.33,0,2.33,0,0,0,0,0,22.2,0,166.6,0,583.4,0,0,0,0,0,0,0,0,0,250,0,102.8,0,0,6.6,0,0,0,0,3.4,0,0,66.60000000000001,13.4,3.4,0,0,0,27.581159963913,3.0096160336046727,2.9138046890118123,6.154911631758366,411.25641842085577,163.03501090165096,2.829452507720048,0,0,0.002319009404293857,2.1836820669296695,0,3.998131108543362,0,2.1239842185896207,0,1.1251643317121078,9.123317650292082,0.11444355277287392,0,0,635.4514160867586,635.4514160867586,59,1.073682087253621,0.7121296207899823
5,SR,Santa Rosa Island,RR,Rodes Reef,2000,Outside,FALSE,0,0,2,0,64.17,0,1.67,12.67,1.17,0,3.5000000000000004,18.67,0,0,0,0,0,0.67,0,1.3299999999999998,0.16999999999999998,0,0,0,0,5.6,83.4,0,0,500,0,0,0,0,0,0,0,0,0,0,0,69.4,0,0,0,3.4,0,0,0,0,0,3.4,0,0,0,0,0,0,11.597201484968956,25.7087047974546,8.363548722363081,13.911111441309002,498.3661637883217,245.04079671939144,1.4786579471514054,0,0,0,0.41445597728240674,1.0503624880335842,0.3924305168599002,0,4.882386847189172,0,2.282012323976204,3.9545177648794825,0.04029978535473787,0,0,817.4826506045357,817.4826506045357,59,0.9015560816009154,0.751960386252046
5,SR,Santa Rosa Island,RR,Rodes Reef,2001,Outside,FALSE,0,0,14.829999999999998,0,61.17,0,2,11.83,0.5,0,0.83,13,0,0,0,7.000000000000001,0.33,1,0,1.3299999999999998,0.33,0,0,0,0,2.8,0,83.4,0,333.4,0,0,0,0,0,0,0,0,0,0,0,69.4,0,0,10,3.4,0,0,0,3.4,3.4,0,6.8,0,3.4,0,0,0,0.29571057574997073,0,10.136004411320672,11.242615248960048,521.2639799909496,2.2384959243850475,1.9675325159056238,0,0,0,1.9580915599767592,1.5165169938415568,0,0,4.345807957969155,0,10.178387558568165,8.061042751486587,0.04666856206597386,0,0,573.2508540511791,573.2508540511791,59,1.0344038844068548,0.7765339244426692
5,SR,Santa Rosa Island,RR,Rodes Reef,2002,Outside,FALSE,0.16999999999999998,0,20.669999999999998,0.67,58.330000000000005,0,6.17,9.83,0,0,3.6700000000000004,11.5,6.5,0,0,6.67,0.5,0.67,0,2.17,0.16999999999999998,0,0,0,0,2.8,0,83.4,0,666.6,0,0,0,0,0,0,0,0,0,0,0,144.4,0,0,3.4,0,0,0,40,0,0,0,0,3.4,3.4,0,0,0,0,0,28.02978940291093,14.520491980546018,381.6830108915306,99.5289444625006,2.1129166109104665,0,0,0.02750163240902795,0.9000927432156212,1.2057473233029086,0,0,3.5534213579028786,0,14.363099727035515,9.689234036774915,0,0,0,555.6142501690395,555.6142501690395,59,1.1506731319339991,0.8179528398075007
5,SR,Santa Rosa Island,RR,Rodes Reef,2003,Outside,FALSE,0,0,24.5,2.33,67.67,3.17,1.83,9.83,0.5,0,2.67,0,44.67,0,1.3299999999999998,0,1.3299999999999998,0.67,0,8,0.33,0,0,2.33,0,0,0,333.4,0,83.4,0,0,0,333.4,0,0,0,0,0,0,0,102.8,0,0,16.6,3.4,0,0,23.400000000000002,6.6,6.6,10,40,26.599999999999998,3.4,0,0,0,0,0,12.306877507016807,10.310874439740054,202.65493827144064,0,2.3933002227055202,0,0,0,2.413318728024982,1.2057473233029086,0,9.113410012026144,3.9788179806963346,0,2.864009715948719,14.411143955380874,0,0,0,261.652438156283,261.652438156283,60,1.6044495221070738,0.819996044529538
5,SR,Santa Rosa Island,RR,Rodes Reef,2004,Outside,FALSE,0,0,4.67,0.16999999999999998,41,0,1.5,8,6.329999999999999,0,1.5,0,0,0,0,0,1.5,0.16999999999999998,6.329999999999999,11.83,1.3299999999999998,0,0,15.17,0,0,0,83.4,0,83.4,0,0,0,0,0,0,0,0,0,750,0,80.60000000000001,0,0,20,30,0,0,23.400000000000002,3.4,10,0,10,0,6.6,0,0,0,0,0,22.683938352291477,7.414367831033047,424.9119073765152,1.3890217134597276,0.8430260894538143,0,0,0,1.4043669280010156,1.0503624880335842,0,65.80765222722222,4.142195672963708,0,4.686092887284942,8.380920676152266,3.997713368700545,0,0,546.7115656111116,546.7115656111116,60,1.649508746801206,0.7863877991378299
5,SR,Santa Rosa Island,RR,Rodes Reef,2005,Outside,FALSE,0,0,2.17,0,32.67,0,2.83,9.83,11.33,0,2.67,0,0,0,0,0,1.67,0,0,29.5,1.3299999999999998,0,0,7.670000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.199999999999996,0,0,16.6,6.6,0,0,66.60000000000001,0,10,0,16.6,0,0,3.4,0,0,0,0,22.79056591460426,2.069128691021633,658.0404545933214,5.867875507637484,0.32204453098076374,0,0,0,1.8810704550643575,0,0,45.238550395108696,1.555453678914648,0,10.612064271889539,15.880036006878187,0,0,0,764.257244045421,73059.48049298426,60,1.2509367203612338,0.7624744048200335
5,SR,Santa Rosa Island,RR,Rodes Reef,2006,Outside,FALSE,0,0,37.830000000000005,0.16999999999999998,22,7.000000000000001,6.67,10.17,4.17,0,2.33,0,4.5,0,0,0,2.83,0,1.67,19.5,0,0,0,13.669999999999998,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,833.4,0,80.60000000000001,0,0,10,3.4,0,0,0,0,0,6.6,3.4,0,3.4,0,0,0,0,0,32.684266904817015,9.801849641400848,734.401545389687,19.092804164470582,1.6028232025587736,0,0,0.2809163743253465,2.8569291022898025,0,0,0.492492679047619,1.0059070908870968,0,25.08722804367525,16.777999673389026,0.1376977140873396,0,0,844.2224599806358,58525.30899045052,61,1.3518931027110406,0.8116957281998116
5,SR,Santa Rosa Island,RR,Rodes Reef,2007,Outside,FALSE,0.16999999999999998,0,25.669999999999998,0.16999999999999998,20.830000000000002,0.5,1.17,7.17,10.17,0.16999999999999998,7.5,0,0,0,0,0,1,0,0.16999999999999998,14.499999999999998,1.3299999999999998,0,0,20.830000000000002,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,138.8,0,0,6.6,13.4,0,0,0,0,10,6.6,6.6,3.4,10,3.4,0,0,0,0,24.620929387249262,2.7941457959406573,165.1780545651021,2.187924876154068,0.7161462017707415,0,0,0,11.502566923319682,0,0.8802670123625159,21.762705611940298,4.716623769789868,0,3.0399397491520253,18.204386346033264,1.8138586626146864,0,0,257.41754890142914,66254.43083545635,61,1.2908661139865536,0.8348689295183498
5,SR,Santa Rosa Island,RR,Rodes Reef,2008,Outside,FALSE,0,0,52.5,0,25.330000000000002,2.67,0.67,5.83,7.17,0,1.67,0,0.33,0,0,0,1.67,0.16999999999999998,0.16999999999999998,22.17,1.3299999999999998,0,0.5,15.67,0,2.8,0,0,0,250,0,0,0,166.6,0,0,0,0,0,916.6,0,169.4,0,0,0,3.4,0,0,0,0,0,6.6,10,0,3.4,0,0,0,0.34266022783248634,0,50.68375923672049,4.130239144730247,1729.1984459269936,138.56027638447475,1.0349409764230628,0,0,0,17.459669442966305,1.0503624880335842,0,17.343852651363637,2.895649316841518,0,0.20094143670586675,27.16413381865563,0,0,0,1990.0649310517413,77725.19841520814,61,1.3449651532078475,0.8320964068970325
5,SR,Santa Rosa Island,RR,Rodes Reef,2009,Outside,FALSE,0,0,8.17,0,64.33,0,0.83,12.67,2.5,0,1.3299999999999998,0,0,0,0,0,3,0.33,0,5.33,0,0,0,4.83,0,0,0,166.6,0,500,0,0,0,0,0,0,0,0,0,0,0,180.60000000000002,0,3.4,3.4,3.4,0,0,0,3.4,0,13.4,73.4,0,10,10,0,0,0,15.993604128787734,41.656521815775136,4.000447161380922,1357.9555291413028,70.59575046883847,2.18121688541379,0,0,0,11.025932720018112,0,0,0.517117313,4.239593809711326,0,26.74648960902485,16.705554930282982,0,0,0,1551.6177579835362,86401.45552820405,61,1.310037674533544,0.7063391588501582
5,SR,Santa Rosa Island,RR,Rodes Reef,2010,Outside,FALSE,0,0,11.5,0,58.330000000000005,0,1.17,7.5,0.83,0,0.16999999999999998,0,1.67,0,0,0,0.83,0,0,1,0,0,0,14.330000000000002,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,250,0,116.6,0,0,0,3.4,0,0,0,0,0,0,13.4,0,0,3.4,0,0,0,15.993604128787734,42.42840415429111,6.604915926147955,577.0850454902233,2.5368145352307976,3.082371449231545,0,0,0,4.795344856540839,0,0.8755157553738608,0.08477333,4.873651792751317,0,5.454369563060835,27.140681501585473,0.011608395294997301,0,0,690.9671008785197,62564.648295867206,62,1.1485738355516577,0.7355680963358405
5,SR,Santa Rosa Island,RR,Rodes Reef,2011,Outside,FALSE,0,0,7.5,0,76.67,0,0.67,6.83,0.67,0,0.67,0,0,0,0,0.16999999999999998,0.16999999999999998,0,0,1.17,0,0,0,5,0,0,0,166.6,0,416.6,0,2.8,0,0,0,0,0,0,0,0,0,175,0,0,16.6,6.8,0,0,0,0,3.4,10,10,3.4,0,0,0,0,0,15.993604128787734,40.84187280308419,14.16758073153547,881.8378963062247,0.8992730998059562,11.593501913957436,0,0,7.923063134618967e-4,0.8794406739022013,1.0503624880335842,0,0.016954666,4.012663127019532,0,14.654861720724291,33.05711962087347,0.3883562366962949,0,0,1019.3942798229583,189173.83931099376,63,1.2632798031265149,0.6951942200509437
5,SR,Santa Rosa Island,RR,Rodes Reef,2012,Outside,FALSE,0,0,2,0,81,0,7.000000000000001,8,0,0,0,0,0,0,0,0,1.5,0.16999999999999998,0,0,0,0,0,0.33,0,8.4,0,333.4,0,666.6,0,2.8,0,0,0,0,0,0,0,0,0,108.39999999999999,0,0,0,6.6,0,0,3.4,3.4,0,3.4,33.400000000000006,0,0,0,0,0,0,0,58.17685273185596,33.11191107312325,1065.1527217175028,0.03149108502994251,2.474463103440786,0,0,0.01186229885089458,3.591526585225211,1.0503624880335842,0,0,3.3504011691015356,0,9.569543929632408,46.92774207992066,4.597555289786569,0,0,1228.0464335515037,160178.39150610525,66,1.2754888657610386,0.6429934418194294
5,SR,Santa Rosa Island,RR,Rodes Reef,2013,Outside,FALSE,0,0,4.67,0.16999999999999998,79,0,1,9.83,0,0,0.5,0,2.33,0,0,0,0.33,0,0,0.67,0,0,0,4.5,0,0,0,166.6,0,333.4,0,0,0,0,0,2.8,0,0,0,250,0,80.60000000000001,0,0,0,20,0,0,0,0,0,0,263.20000000000005,20,0,0,0,0,0,15.993604128787734,47.539145589217306,24.661179021694178,792.4946795465416,0.38032303667364326,2.7316194443394815,0,0,0,2.535188183417671,0,0,0.29246798849999994,0.40367776214560935,0,4.822591399718598,28.282862869550765,6.9747589386427915,0,0,927.1120979092294,108891.21087485955,66,1.2979788809449089,0.6862756500095725
5,SR,Santa Rosa Island,RR,Rodes Reef,2014,Outside,FALSE,0.16999999999999998,0,3.83,0,65.83,0,0.33,14.17,0.16999999999999998,0,0,0,0,0,0,1.3299999999999998,0.16999999999999998,0,0,0,0,0,0.16999999999999998,11.83,0,47.199999999999996,0,833.4,0,833.4,0,5.6,0,0,0,2.8,0,0,0,0,0,105.6,0,0,10,16.6,0,0,26.599999999999998,3.4,0,0,86.6,6.8,3.4,0,0,0,0.08587834906282933,15.993604128787734,32.836949343494965,0.19349792249025438,845.9058433696887,26.820658594575377,1.6767643258959384,0,0,0.007981719558131897,3.016136855880195,0.03198275057146108,0.7247481990368152,0,1.1017233999206035,0,1.564962614360216e-4,29.67550342274186,15.050017629316171,0,0,973.1214465072825,100453.90029136521,66,1.4418638780794353,0.7194639739843529
5,SR,Santa Rosa Island,RR,Rodes Reef,2015,Outside,FALSE,0,0,3.3300000000000005,0,75.17,0,3.5000000000000004,7.000000000000001,0,0.16999999999999998,0.16999999999999998,0,0,0,0,0,0.33,2.33,0,0.33,0.16999999999999998,0,0,10.5,0,75,0,500,0,1166.6000000000001,0,0,0,0,0,0,0,0,0,0,0,61.199999999999996,0,6.6,3.4,0,0,0,0,0,0,0,6.6,0,0,0,0,0,4.3244615936794375,0,11.603951394417512,0.11529598497280047,625.27730619728,61.93798071137105,0.2349471438901115,0,0,0.0168069679040717,2.390158960062347,0.04564538859284451,3.874841473582344,0,1.1492730981014805,0,0.0011337313895728967,5.303143398451084,20.936030732223468,0,0,737.2109767759182,251403.23783439747,66,1.238324377147179,0.6548587093786092
5,SR,Santa Rosa Island,RR,Rodes Reef,2016,Outside,FALSE,0,0,0.67,0,63.33,0,4.33,9.83,0,0,0.16999999999999998,0,0,0,0,0,0.16999999999999998,1.83,0,3.3300000000000005,0,0,0,7.5,0,50,0,83.4,0,583.4,0,0,0,0,0,0,0,0,0,0,0,61.199999999999996,0,0,13.4,3.4,0,0,23.400000000000002,3.4,3.4,0,143.4,13.2,33.199999999999996,0,0,0,58.14628306037225,0,4.1257514283430075,0.2519584069023501,171.27809767653002,144.25150848348906,0.9725899120381581,0,0,0,4.552282120008313,0.04762962537909656,3.4783893137310224,0,1.9509534147199372,0,0,2.380401756125591,29.55796808131458,0,0,420.9938132789534,191495.50419916539,66,1.1543195797831598,0.7089992446113527
5,SR,Santa Rosa Island,RR,Rodes Reef,2017,Outside,FALSE,0,0,1.67,0,69,0,2.5,16.830000000000002,0,0,0.33,0,0,0,0,0,0,0,0,1,0,0,0.67,15.17,0,13.799999999999999,0,416.6,0,583.4,0,0,0,0,0,0,0,0,0,0,0,63.8,0,0,13.4,0,0,0,6.6,0,6.6,0,46.8,0,43.2,0,0,0,101.18970133389803,0,13.005248885086603,0.2912591093512525,113.39966876005091,119.57992892143929,4.783843544372081,0,0,0,8.571318665606263,0.07250221483833728,7.079407683604291,0,3.4779283102226186,0,0,1.2925557732384343,24.140144604698513,0,0,396.8835078064066,159318.02429170086,66,1.3039235270452352,0.707785833594319
