SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Species,ScientificName,CommonName,ReserveStatus,Reference,Date,Area_Surveyed,Total_Count,Percent_Cover,SD,SE
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1988-09-19,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1988-09-19,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1988-09-19,1000,18,1.7999999999999998,0.9363,0.0296
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1988-09-19,1000,2,0.2,0.2769,0.0088
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,12001,Tunicata,tunicates,Outside,FALSE,1988-09-19,1000,2,0.2,0.2769,0.0088
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Outside,FALSE,1988-09-19,1000,326,32.6,5.4809,0.1733
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,15001,Bare Substrate,Bare Substrate,Outside,FALSE,1988-09-19,1000,153,15.299999999999999,7.5184,0.2378
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,15002,Rock,Rock,Outside,FALSE,1988-09-19,1000,774,77.4,7.6729,0.2426
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,15003,Cobble,Cobble,Outside,FALSE,1988-09-19,1000,102,10.2,4.5177,0.1429
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,15004,Sand,Sand,Outside,FALSE,1988-09-19,1000,124,12.4,6.4062,0.2026
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,1001,Chlorophyta,green algae,Outside,FALSE,1989-07-24,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,1989-07-24,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,2003,Desmarestia,acid weed,Outside,FALSE,1989-07-24,1000,32,3.2,2.4242,0.0767
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,2007,Cystoseira,bladder chain kelp,Outside,FALSE,1989-07-24,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,1989-07-24,1000,3,0.3,0.4397,0.0139
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,1989-07-24,1000,255,25.5,4.7697,0.1508
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,1989-07-24,1000,6,0.6,0.5228,0.0165
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,1989-07-24,1000,349,34.9,5.1274,0.1621
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,3004,Gelidium,agar weed,Outside,FALSE,1989-07-24,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,3005,Gigartina,sea tongue,Outside,FALSE,1989-07-24,1000,1,0.1,0.2,0.0063
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,1989-07-24,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,5001,Porifera,sponges,Outside,FALSE,1989-07-24,1000,9,0.8999999999999999,0.6377,0.0202
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,1989-07-24,1000,3,0.3,0.6,0.019
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,6004,Balanophyllia elegans,orange cup coral,Outside,FALSE,1989-07-24,1000,106,10.6,2.3678,0.0749
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,FALSE,1989-07-24,1000,93,9.3,4.2673,0.1349
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,7001,Diopatra ornata,ornate tube worm,Outside,FALSE,1989-07-24,1000,67,6.7,2.9822,0.0943
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1989-07-24,1000,20,2,2.8431,0.0899
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1989-07-24,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1989-07-24,1000,48,4.8,2.7068,0.0856
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1989-07-24,1000,21,2.1,1.6248,0.0514
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,12001,Tunicata,tunicates,Outside,FALSE,1989-07-24,1000,34,3.4000000000000004,1.578,0.0499
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Outside,FALSE,1989-07-24,1000,72,7.199999999999999,2.0881,0.066
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,15001,Bare Substrate,Bare Substrate,Outside,FALSE,1989-07-24,1000,40,4,1.6073,0.0508
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,15002,Rock,Rock,Outside,FALSE,1989-07-24,1000,847,84.7,5.8332,0.1845
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,15003,Cobble,Cobble,Outside,FALSE,1989-07-24,1000,100,10,4.1833,0.1323
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,15004,Sand,Sand,Outside,FALSE,1989-07-24,1000,53,5.3,2.5871,0.0818
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,1001,Chlorophyta,green algae,Outside,FALSE,1990-07-09,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,1990-07-09,1000,2,0.2,0.2769,0.0088
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,2003,Desmarestia,acid weed,Outside,FALSE,1990-07-09,1000,1,0.1,0.2,0.0063
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,2007,Cystoseira,bladder chain kelp,Outside,FALSE,1990-07-09,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,1990-07-09,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,1990-07-09,1000,157,15.7,8.0235,0.2537
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,1990-07-09,1000,7,0.7000000000000001,0.4583,0.0145
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,1990-07-09,1000,159,15.9,4.2119,0.1332
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,3004,Gelidium,agar weed,Outside,FALSE,1990-07-09,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,3005,Gigartina,sea tongue,Outside,FALSE,1990-07-09,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,1990-07-09,1000,47,4.7,2.2789,0.0721
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,5001,Porifera,sponges,Outside,FALSE,1990-07-09,1000,12,1.2,0.7141,0.0226
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,1990-07-09,1000,3,0.3,0.3317,0.0105
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,6004,Balanophyllia elegans,orange cup coral,Outside,FALSE,1990-07-09,1000,66,6.6000000000000005,1.7292,0.0547
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,FALSE,1990-07-09,1000,100,10,4.0208,0.1271
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,7001,Diopatra ornata,ornate tube worm,Outside,FALSE,1990-07-09,1000,45,4.5,2.7538,0.0871
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1990-07-09,1000,35,3.5000000000000004,2.4495,0.0775
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1990-07-09,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1990-07-09,1000,118,11.799999999999999,5.054,0.1598
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1990-07-09,1000,62,6.2,2.7707,0.0876
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,12001,Tunicata,tunicates,Outside,FALSE,1990-07-09,1000,34,3.4000000000000004,1.3191,0.0417
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Outside,FALSE,1990-07-09,1000,120,12,4.272,0.1351
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,15001,Bare Substrate,Bare Substrate,Outside,FALSE,1990-07-09,1000,59,5.8999999999999995,3.4142,0.108
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,15002,Rock,Rock,Outside,FALSE,1990-07-09,1000,841,84.1,7.9103,0.2501
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,15003,Cobble,Cobble,Outside,FALSE,1990-07-09,1000,61,6.1,2.7701,0.0876
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,15004,Sand,Sand,Outside,FALSE,1990-07-09,1000,98,9.8,6.1232,0.1936
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,1001,Chlorophyta,green algae,Outside,FALSE,1991-07-09,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,1991-07-09,1000,1,0.1,0.2,0.0063
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,2003,Desmarestia,acid weed,Outside,FALSE,1991-07-09,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,2007,Cystoseira,bladder chain kelp,Outside,FALSE,1991-07-09,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,1991-07-09,1000,2,0.2,0.4,0.0126
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,1991-07-09,1000,148,14.799999999999999,3.499,0.1106
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,1991-07-09,1000,11,1.0999999999999999,0.9165,0.029
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,1991-07-09,1000,232,23.200000000000003,4.783,0.1513
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,3004,Gelidium,agar weed,Outside,FALSE,1991-07-09,1000,1,0.1,0.2,0.0063
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,3005,Gigartina,sea tongue,Outside,FALSE,1991-07-09,1000,6,0.6,0.6633,0.021
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,1991-07-09,1000,18,1.7999999999999998,1.4866,0.047
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,5001,Porifera,sponges,Outside,FALSE,1991-07-09,1000,19,1.9,1.2,0.0379
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,1991-07-09,1000,6,0.6,0.5972,0.0189
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,6004,Balanophyllia elegans,orange cup coral,Outside,FALSE,1991-07-09,1000,75,7.5,2,0.0632
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,FALSE,1991-07-09,1000,111,11.1,4.3977,0.1391
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,7001,Diopatra ornata,ornate tube worm,Outside,FALSE,1991-07-09,1000,88,8.799999999999999,3.7318,0.118
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1991-07-09,1000,11,1.0999999999999999,1.0033,0.0317
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1991-07-09,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1991-07-09,1000,97,9.700000000000001,3.6323,0.1149
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1991-07-09,1000,48,4.8,2.2159,0.0701
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,12001,Tunicata,tunicates,Outside,FALSE,1991-07-09,1000,33,3.3000000000000003,1.5199,0.0481
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Outside,FALSE,1991-07-09,1000,118,11.799999999999999,4.3543,0.1377
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,15001,Bare Substrate,Bare Substrate,Outside,FALSE,1991-07-09,1000,99,9.9,3.9315,0.1243
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,15002,Rock,Rock,Outside,FALSE,1991-07-09,1000,804,80.4,6.9022,0.2183
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,15003,Cobble,Cobble,Outside,FALSE,1991-07-09,1000,69,6.9,2.7429,0.0867
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,15004,Sand,Sand,Outside,FALSE,1991-07-09,1000,127,12.7,5.5447,0.1753
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,1001,Chlorophyta,green algae,Outside,FALSE,1992-07-13,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,1992-07-13,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,2003,Desmarestia,acid weed,Outside,FALSE,1992-07-13,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,2007,Cystoseira,bladder chain kelp,Outside,FALSE,1992-07-13,1000,2,0.2,0.4,0.0126
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,1992-07-13,1000,3,0.3,0.4397,0.0139
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,1992-07-13,1000,419,41.9,9.0198,0.2852
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,1992-07-13,1000,23,2.3,1.115,0.0353
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,1992-07-13,1000,264,26.400000000000002,4.032,0.1275
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,3004,Gelidium,agar weed,Outside,FALSE,1992-07-13,1000,6,0.6,0.6633,0.021
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,3005,Gigartina,sea tongue,Outside,FALSE,1992-07-13,1000,15,1.5,0.9574,0.0303
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,1992-07-13,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,5001,Porifera,sponges,Outside,FALSE,1992-07-13,1000,17,1.7000000000000002,0.8524,0.027
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,1992-07-13,1000,6,0.6,0.5972,0.0189
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,6004,Balanophyllia elegans,orange cup coral,Outside,FALSE,1992-07-13,1000,52,5.2,1.5524,0.0491
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,FALSE,1992-07-13,1000,62,6.2,3.5954,0.1137
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,7001,Diopatra ornata,ornate tube worm,Outside,FALSE,1992-07-13,1000,103,10.299999999999999,4.4095,0.1394
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1992-07-13,1000,11,1.0999999999999999,1.1576,0.0366
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1992-07-13,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1992-07-13,1000,141,14.099999999999998,4.3863,0.1387
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1992-07-13,1000,3,0.3,0.3317,0.0105
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,12001,Tunicata,tunicates,Outside,FALSE,1992-07-13,1000,17,1.7000000000000002,0.7483,0.0237
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Outside,FALSE,1992-07-13,1000,122,12.2,3.4559,0.1093
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,15001,Bare Substrate,Bare Substrate,Outside,FALSE,1992-07-13,1000,40,4,1.7078,0.054
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,15002,Rock,Rock,Outside,FALSE,1992-07-13,1000,803,80.30000000000001,6.457,0.2042
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,15003,Cobble,Cobble,Outside,FALSE,1992-07-13,1000,108,10.8,3.7274,0.1179
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,15004,Sand,Sand,Outside,FALSE,1992-07-13,1000,89,8.9,4.2336,0.1339
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,1001,Chlorophyta,green algae,Outside,FALSE,1993-07-12,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,1993-07-12,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,2003,Desmarestia,acid weed,Outside,FALSE,1993-07-12,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,2007,Cystoseira,bladder chain kelp,Outside,FALSE,1993-07-12,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,2010,Macrocystis pyrifera,"giant kelp, all",Outside,FALSE,1993-07-12,1000,56,5.6000000000000005,4.2454,0.1343
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,2012,Eisenia arborea,"Southern sea palm, all",Outside,FALSE,1993-07-12,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,2013,Pterygophora californica,"California sea palm, all",Outside,FALSE,1993-07-12,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,1993-07-12,1000,4,0.4,0.8,0.0253
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,1993-07-12,1000,727,72.7,8.2408,0.2606
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,1993-07-12,1000,20,2,1.472,0.0465
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,1993-07-12,1000,240,24,5.7879,0.183
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,3004,Gelidium,agar weed,Outside,FALSE,1993-07-12,1000,1,0.1,0.2,0.0063
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,3005,Gigartina,sea tongue,Outside,FALSE,1993-07-12,1000,10,1,0.9129,0.0289
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,1993-07-12,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,5001,Porifera,sponges,Outside,FALSE,1993-07-12,1000,41,4.1000000000000005,2.2708,0.0718
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,1993-07-12,1000,4,0.4,0.4726,0.0149
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,6004,Balanophyllia elegans,orange cup coral,Outside,FALSE,1993-07-12,1000,39,3.9,1.734,0.0548
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,FALSE,1993-07-12,1000,52,5.2,2.4481,0.0774
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,7001,Diopatra ornata,ornate tube worm,Outside,FALSE,1993-07-12,1000,105,10.5,6.3574,0.201
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1993-07-12,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1993-07-12,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1993-07-12,1000,274,27.400000000000002,4.0154,0.127
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1993-07-12,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,12001,Tunicata,tunicates,Outside,FALSE,1993-07-12,1000,29,2.9000000000000004,1.179,0.0373
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Outside,FALSE,1993-07-12,1000,92,9.2,2.3224,0.0734
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,15001,Bare Substrate,Bare Substrate,Outside,FALSE,1993-07-12,1000,31,3.1,1.5078,0.0477
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,15002,Rock,Rock,Outside,FALSE,1993-07-12,1000,823,82.3,8.3662,0.2646
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,15003,Cobble,Cobble,Outside,FALSE,1993-07-12,1000,50,5,2.4324,0.0769
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,15004,Sand,Sand,Outside,FALSE,1993-07-12,1000,127,12.7,6.7572,0.2137
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,1001,Chlorophyta,green algae,Outside,FALSE,1994-09-15,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,1994-09-15,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,2003,Desmarestia,acid weed,Outside,FALSE,1994-09-15,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,2007,Cystoseira,bladder chain kelp,Outside,FALSE,1994-09-15,1000,10,1,1.4142,0.0447
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,2010,Macrocystis pyrifera,"giant kelp, all",Outside,FALSE,1994-09-15,1000,7,0.7000000000000001,0.6782,0.0214
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,2012,Eisenia arborea,"Southern sea palm, all",Outside,FALSE,1994-09-15,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,2013,Pterygophora californica,"California sea palm, all",Outside,FALSE,1994-09-15,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,1994-09-15,1000,9,0.8999999999999999,1.4107,0.0446
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,1994-09-15,1000,690,69,5.7591,0.1821
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,1994-09-15,1000,4,0.4,0.3742,0.0118
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,1994-09-15,1000,229,22.900000000000002,4.4505,0.1407
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,3004,Gelidium,agar weed,Outside,FALSE,1994-09-15,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,3005,Gigartina,sea tongue,Outside,FALSE,1994-09-15,1000,9,0.8999999999999999,0.7,0.0221
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,1994-09-15,1000,1,0.1,0.2,0.0063
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,5001,Porifera,sponges,Outside,FALSE,1994-09-15,1000,7,0.7000000000000001,0.6137,0.0194
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,1994-09-15,1000,2,0.2,0.2769,0.0088
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,6004,Balanophyllia elegans,orange cup coral,Outside,FALSE,1994-09-15,1000,18,1.7999999999999998,0.8426,0.0266
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,FALSE,1994-09-15,1000,57,5.7,2.2825,0.0722
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,7001,Diopatra ornata,ornate tube worm,Outside,FALSE,1994-09-15,1000,71,7.1,4.1701,0.1319
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1994-09-15,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1994-09-15,1000,0,0,0,0
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1994-09-15,1000,83,8.3,2.7797,0.0879
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1994-09-15,1000,9,0.8999999999999999,0.7,0.0221
