SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,ScientificName,CommonName,ReserveStatus,Reference,Count
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Orthonopias triacis,snubnose sculpin,Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Oxyjulis californica,"senorita, adult",Outside,TRUE,11.666666666666666
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Oxyjulis californica,"senorita, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Oxylebius pictus,painted greenling,Outside,TRUE,24.666666666666668
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Paralabrax clathratus,"kelp bass, adult",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Paralabrax clathratus,"kelp bass, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Rhacochilus toxotes,rubberlip surfperch,Outside,TRUE,2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Rhacochilus vacca,"pile perch, adult",Outside,TRUE,6
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Rhacochilus vacca,"pile perch, juvenile",Outside,TRUE,1.8333333333333333
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Scorpaenichthys marmoratus,"cabezon, adult",Outside,TRUE,1.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes atrovirens,"kelp rockfish, adult",Outside,TRUE,27
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes atrovirens,"kelp rockfish, juvenile",Outside,TRUE,4.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes atrovirens/carnatus/caurinus/chrysomelas,"kelp/gopher/copper/black and yellow rockfish, juvenile",Outside,TRUE,4
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes carnatus,"gopher rockfish, adult",Outside,TRUE,3
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes chrysomelas,"black and yellow rockfish, adult",Outside,TRUE,7.333333333333333
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes mystinus,"blue rockfish, adult",Outside,TRUE,1.3333333333333333
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes mystinus,"blue rockfish, juvenile",Outside,TRUE,16.833333333333332
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes paucispinis,"bocaccio, juvenile",Outside,TRUE,1.3333333333333333
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes rosaceus,"rosy rockfish, juvenile",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes serranoides,"olive rockfish, adult",Outside,TRUE,16.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes serranoides/flavidus,"olive/yellowtail rockfish, juvenile",Outside,TRUE,1.6666666666666667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes serriceps,"treefish, adult",Outside,TRUE,3.1666666666666665
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Sebastes serriceps,"treefish, juvenile",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Semicossyphus pulcher,"California sheephead, female",Outside,TRUE,8
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Semicossyphus pulcher,"California sheephead, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,Semicossyphus pulcher,"California sheephead, male",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Alloclinus holderi,island kelpfish,Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Atherinops affinis,top smelt,Outside,TRUE,78
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Aulorhynchus flavidus,tubesnout,Outside,TRUE,3
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Brachyistius frenatus,kelp surfperch,Outside,TRUE,17
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Chromis punctipinnis,"blacksmith, adult",Outside,TRUE,20.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Chromis punctipinnis,"blacksmith, juvenile",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Coryphopterus nicholsi,blackeye goby,Outside,TRUE,46.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Embiotoca jacksoni,"black surfperch, adult",Outside,TRUE,7
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Embiotoca jacksoni,"black surfperch, juvenile",Outside,TRUE,5.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Embiotoca lateralis,"striped surfperch, adult",Outside,TRUE,8.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Embiotoca lateralis,"striped surfperch, juvenile",Outside,TRUE,5.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Gibbonsia,kelpfish spp.,Outside,TRUE,2.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Girella nigricans,"opaleye, adult",Outside,TRUE,4.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Halichoeres semicinctus,"rock wrasse, female",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Halichoeres semicinctus,"rock wrasse, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Halichoeres semicinctus,"rock wrasse, male",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Heterostichus rostratus,"giant kelpfish, adult",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Heterostichus rostratus,"giant kelpfish, juvenile",Outside,TRUE,1.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Hypsypops rubicundus,"garibaldi, adult",Outside,TRUE,4.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Hypsypops rubicundus,"garibaldi, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Lythrypnus dalli,blue-banded goby,Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Medialuna californiensis,"halfmoon, adult",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Orthonopias triacis,snubnose sculpin,Outside,TRUE,3.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Oxyjulis californica,"senorita, adult",Outside,TRUE,33
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Oxyjulis californica,"senorita, juvenile",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Oxylebius pictus,painted greenling,Outside,TRUE,27.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Paralabrax clathratus,"kelp bass, adult",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Paralabrax clathratus,"kelp bass, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Pleuronichthys coenosus,c-o turbot,Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Rhacochilus toxotes,rubberlip surfperch,Outside,TRUE,2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Rhacochilus vacca,"pile perch, adult",Outside,TRUE,3.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Rhacochilus vacca,"pile perch, juvenile",Outside,TRUE,2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes atrovirens,"kelp rockfish, adult",Outside,TRUE,31.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes atrovirens,"kelp rockfish, juvenile",Outside,TRUE,3.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes atrovirens/carnatus/caurinus/chrysomelas,"kelp/gopher/copper/black and yellow rockfish, juvenile",Outside,TRUE,1.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes auriculatus,"brown rockfish, adult",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes carnatus,"gopher rockfish, adult",Outside,TRUE,3.3333333333333335
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes carnatus,"gopher rockfish, juvenile",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes chrysomelas,"black and yellow rockfish, adult",Outside,TRUE,4
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes mystinus,"blue rockfish, adult",Outside,TRUE,15.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes mystinus,"blue rockfish, juvenile",Outside,TRUE,98.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes serranoides,"olive rockfish, adult",Outside,TRUE,7.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes serranoides/flavidus,"olive/yellowtail rockfish, juvenile",Outside,TRUE,25.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes serriceps,"treefish, adult",Outside,TRUE,4.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Sebastes serriceps,"treefish, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Semicossyphus pulcher,"California sheephead, female",Outside,TRUE,7.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Semicossyphus pulcher,"California sheephead, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,Semicossyphus pulcher,"California sheephead, male",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Alloclinus holderi,island kelpfish,Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Brachyistius frenatus,kelp surfperch,Outside,TRUE,19.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Cephaloscyllium ventriosum,swell shark,Outside,TRUE,2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Chromis punctipinnis,"blacksmith, adult",Outside,TRUE,46.2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Chromis punctipinnis,"blacksmith, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Citharichthys stigmaeus,speckled sanddab,Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Coryphopterus nicholsi,blackeye goby,Outside,TRUE,34
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Embiotoca jacksoni,"black surfperch, adult",Outside,TRUE,8.8
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Embiotoca jacksoni,"black surfperch, juvenile",Outside,TRUE,2.6
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Embiotoca lateralis,"striped surfperch, adult",Outside,TRUE,12.8
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Embiotoca lateralis,"striped surfperch, juvenile",Outside,TRUE,3
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Gibbonsia,kelpfish spp.,Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Girella nigricans,"opaleye, adult",Outside,TRUE,2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Halichoeres semicinctus,"rock wrasse, female",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Halichoeres semicinctus,"rock wrasse, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Halichoeres semicinctus,"rock wrasse, male",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Heterostichus rostratus,"giant kelpfish, adult",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Hypsypops rubicundus,"garibaldi, adult",Outside,TRUE,4.2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Hypsypops rubicundus,"garibaldi, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Leiocottus hirundo,lavender sculpin,Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Lythrypnus dalli,blue-banded goby,Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Orthonopias triacis,snubnose sculpin,Outside,TRUE,1.6666666666666667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Oxyjulis californica,"senorita, adult",Outside,TRUE,8.6
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Oxyjulis californica,"senorita, juvenile",Outside,TRUE,1.2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Oxylebius pictus,painted greenling,Outside,TRUE,40.4
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Paralabrax clathratus,"kelp bass, adult",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Paralabrax clathratus,"kelp bass, juvenile",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Rhacochilus vacca,"pile perch, adult",Outside,TRUE,6.6
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Rhacochilus vacca,"pile perch, juvenile",Outside,TRUE,2.8
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Sebastes atrovirens,"kelp rockfish, adult",Outside,TRUE,42.8
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Sebastes atrovirens,"kelp rockfish, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Sebastes atrovirens/carnatus/caurinus/chrysomelas,"kelp/gopher/copper/black and yellow rockfish, juvenile",Outside,TRUE,2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Sebastes carnatus,"gopher rockfish, juvenile",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Sebastes chrysomelas,"black and yellow rockfish, adult",Outside,TRUE,10.8
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Sebastes mystinus,"blue rockfish, adult",Outside,TRUE,26.8
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Sebastes mystinus,"blue rockfish, juvenile",Outside,TRUE,327
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Sebastes paucispinis,"bocaccio, juvenile",Outside,TRUE,1.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Sebastes serranoides,"olive rockfish, adult",Outside,TRUE,32.2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Sebastes serranoides/flavidus,"olive/yellowtail rockfish, juvenile",Outside,TRUE,239.4
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Sebastes serriceps,"treefish, adult",Outside,TRUE,3
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Sebastes serriceps,"treefish, juvenile",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Semicossyphus pulcher,"California sheephead, female",Outside,TRUE,3.6
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Semicossyphus pulcher,"California sheephead, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,Semicossyphus pulcher,"California sheephead, male",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Alloclinus holderi,island kelpfish,Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Atherinops affinis,top smelt,Outside,TRUE,21.666666666666668
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Brachyistius frenatus,kelp surfperch,Outside,TRUE,38.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Chromis punctipinnis,"blacksmith, adult",Outside,TRUE,59.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Chromis punctipinnis,"blacksmith, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Coryphopterus nicholsi,blackeye goby,Outside,TRUE,9.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Embiotoca jacksoni,"black surfperch, adult",Outside,TRUE,7.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Embiotoca jacksoni,"black surfperch, juvenile",Outside,TRUE,3
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Embiotoca lateralis,"striped surfperch, adult",Outside,TRUE,16.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Embiotoca lateralis,"striped surfperch, juvenile",Outside,TRUE,4
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Galeorhinus galeus,soupfin shark,Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Girella nigricans,"opaleye, adult",Outside,TRUE,14.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Halichoeres semicinctus,"rock wrasse, female",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Halichoeres semicinctus,"rock wrasse, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Halichoeres semicinctus,"rock wrasse, male",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Heterostichus rostratus,"giant kelpfish, adult",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Hypsypops rubicundus,"garibaldi, adult",Outside,TRUE,3.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Hypsypops rubicundus,"garibaldi, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Leiocottus hirundo,lavender sculpin,Outside,TRUE,1.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Lythrypnus dalli,blue-banded goby,Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Medialuna californiensis,"halfmoon, adult",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Oxyjulis californica,"senorita, adult",Outside,TRUE,9.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Oxyjulis californica,"senorita, juvenile",Outside,TRUE,3.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Oxylebius pictus,painted greenling,Outside,TRUE,10.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Paralabrax clathratus,"kelp bass, adult",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Paralabrax clathratus,"kelp bass, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Rhacochilus toxotes,rubberlip surfperch,Outside,TRUE,2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Rhacochilus vacca,"pile perch, adult",Outside,TRUE,22.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Rhacochilus vacca,"pile perch, juvenile",Outside,TRUE,3.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Sebastes atrovirens,"kelp rockfish, adult",Outside,TRUE,30.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Sebastes atrovirens,"kelp rockfish, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Sebastes chrysomelas,"black and yellow rockfish, adult",Outside,TRUE,7
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Sebastes mystinus,"blue rockfish, adult",Outside,TRUE,75.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Sebastes mystinus,"blue rockfish, juvenile",Outside,TRUE,9.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Sebastes paucispinis,"bocaccio, juvenile",Outside,TRUE,3
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Sebastes serranoides,"olive rockfish, adult",Outside,TRUE,6.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Sebastes serranoides/flavidus,"olive/yellowtail rockfish, juvenile",Outside,TRUE,30.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Sebastes serriceps,"treefish, adult",Outside,TRUE,1.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Sebastes serriceps,"treefish, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Semicossyphus pulcher,"California sheephead, female",Outside,TRUE,4.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Semicossyphus pulcher,"California sheephead, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Semicossyphus pulcher,"California sheephead, male",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,Trachurus symmetricus,jack mackerel,Outside,TRUE,15
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Alloclinus holderi,island kelpfish,Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Atherinops affinis,top smelt,Outside,TRUE,112.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Brachyistius frenatus,kelp surfperch,Outside,TRUE,26.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Chromis punctipinnis,"blacksmith, adult",Outside,TRUE,276.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Chromis punctipinnis,"blacksmith, juvenile",Outside,TRUE,162
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Embiotoca jacksoni,"black surfperch, adult",Outside,TRUE,7.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Embiotoca jacksoni,"black surfperch, juvenile",Outside,TRUE,1.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Embiotoca lateralis,"striped surfperch, adult",Outside,TRUE,6
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Embiotoca lateralis,"striped surfperch, juvenile",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Gibbonsia,kelpfish spp.,Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Girella nigricans,"opaleye, adult",Outside,TRUE,17.75
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Halichoeres semicinctus,"rock wrasse, female",Outside,TRUE,35.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Halichoeres semicinctus,"rock wrasse, juvenile",Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Halichoeres semicinctus,"rock wrasse, male",Outside,TRUE,8
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Heterostichus rostratus,"giant kelpfish, adult",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Heterostichus rostratus,"giant kelpfish, juvenile",Outside,TRUE,2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Hypsypops rubicundus,"garibaldi, adult",Outside,TRUE,5.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Hypsypops rubicundus,"garibaldi, juvenile",Outside,TRUE,1
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Lythrypnus dalli,blue-banded goby,Outside,TRUE,0
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Medialuna californiensis,"halfmoon, adult",Outside,TRUE,2
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Medialuna californiensis,"halfmoon, juvenile",Outside,TRUE,41
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Oxyjulis californica,"senorita, adult",Outside,TRUE,128.5
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Oxyjulis californica,"senorita, juvenile",Outside,TRUE,628
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Oxylebius pictus,painted greenling,Outside,TRUE,15.25
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Paralabrax clathratus,"kelp bass, adult",Outside,TRUE,20
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,Paralabrax clathratus,"kelp bass, juvenile",Outside,TRUE,1
