"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","SurveyYear","SurveyDate","PermanentObserverNumber","Species","ScientificName","CommonName","Marker","Height_cm","Width_cm","Count"
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25719,27,10,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25720,19,19,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25721,25,17,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25722,20,19,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25723,22,19,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25724,23,16,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25725,28,17,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25726,23,16,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25727,18,13,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25728,38,30,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25729,26,20,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25730,29,17,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25731,14,9,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1991,6/17/1991 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",25732,10,5,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26161,21,11,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26162,20,11,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26163,24,16,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26164,25,23,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26165,20,13,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26166,28,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26167,26,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26168,38,27,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26169,42,48,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26170,40,39,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26171,43,28,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26172,36,23,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26173,39,22,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26174,41,32,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26175,32,18,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26176,35,32,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26177,22,14,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26178,13,9,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26179,12,10,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26180,8,5,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26181,16,15,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26182,18,14,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26183,23,14,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26184,43,32,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26185,29,14,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26186,33,31,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26187,16,9,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26188,24,17,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26189,20,16,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26190,26,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26191,32,20,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26192,41,43,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26193,30,19,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26194,54,37,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26195,35,20,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26196,39,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26197,15,15,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26198,35,26,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26199,34,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26200,26,10,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26201,29,16,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26202,27,10,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26203,41,35,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26204,23,18,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26205,36,36,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26206,40,35,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26207,26,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26208,27,23,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26209,13,5,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26210,26,17,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26211,37,25,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26212,24,27,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26213,16,19,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26214,15,11,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26215,36,38,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26216,29,33,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26217,22,17,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26218,31,23,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26219,22,15,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26220,28,29,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26221,34,18,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26222,26,22,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26223,18,10,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26224,15,16,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26225,23,18,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26226,26,23,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26227,29,23,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26228,22,26,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26229,27,29,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26230,43,34,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26231,27,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26232,25,12,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26233,30,30,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26234,29,14,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26235,31,29,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6008.00,"Muricea californica","California golden gorgonian",26236,32,58,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6008.00,"Muricea californica","California golden gorgonian",26237,21,38,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6008.00,"Muricea californica","California golden gorgonian",26238,37,52,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6008.00,"Muricea californica","California golden gorgonian",26239,27,51,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6008.00,"Muricea californica","California golden gorgonian",26240,31,46,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6008.00,"Muricea californica","California golden gorgonian",26241,40,41,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6008.00,"Muricea californica","California golden gorgonian",26242,30,55,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1992,6/22/1992 0:00:00,-1,6008.00,"Muricea californica","California golden gorgonian",26243,30,44,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26883,29,30,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26884,27,27,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26885,25,15,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26886,12,5,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26887,37,24,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26888,23,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26889,23,18,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26890,26,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26891,17,19,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26892,36,26,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26893,18,16,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26894,37,20,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26895,33,22,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26896,35,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26897,27,25,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26898,25,12,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26899,20,18,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26900,33,22,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26901,33,29,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26902,19,14,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26903,22,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26904,35,23,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26905,18,13,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26906,39,32,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26907,21,14,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26908,32,25,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26909,36,20,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26910,47,40,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26911,26,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26912,24,12,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26913,17,13,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26914,29,15,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26915,28,17,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26916,25,11,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26917,30,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26918,16,9,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26919,30,22,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26920,30,27,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26921,13,8,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26922,26,19,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26923,32,24,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26924,19,10,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26925,27,26,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26926,26,22,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26927,38,32,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26928,23,19,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26929,31,16,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26930,31,28,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26931,29,11,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26932,19,16,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26933,20,18,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26934,52,41,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26935,36,23,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26936,44,39,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26937,57,32,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26938,20,15,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26939,23,16,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26940,37,28,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26941,34,26,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26942,31,24,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26943,38,35,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26944,31,23,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26945,37,28,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26946,37,23,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26947,45,31,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26948,36,25,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26949,25,11,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26950,35,25,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26951,33,22,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26952,30,21,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26953,19,10,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26954,35,25,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26955,30,16,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26956,26,19,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26957,27,12,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1993,6/21/1993 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",26958,24,19,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",1994,8/22/1994 0:00:00,-1,6006.00,"Lophogorgia chilensis","red gorgonian",27490,31,24,1
