"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","SurveyYear","SurveyDate","PermanentObserverNumber","ScientificName","CommonName","Count","TotalLength_cm","MinimumLength_cm","MaximumLength_cm"
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Scorpaenichthys marmoratus","cabezon, all",1,8,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",3,27,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",4,30,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",3,32,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",1,34,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2,7,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",1,8,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",1,10,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes caurinus","copper rockfish, all",1,12,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes caurinus","copper rockfish, all",1,37,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes caurinus","copper rockfish, all",1,45,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes chrysomelas","black and yellow rockfish, all",1,23,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes chrysomelas","black and yellow rockfish, all",1,27,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes miniatus","vermillion rockfish, all",1,4,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes miniatus","vermillion rockfish, all",1,10,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes miniatus","vermillion rockfish, all",1,12,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes mystinus","blue rockfish, all",27,8,7,10
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes mystinus","blue rockfish, all",5,9,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,28,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,33,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,7,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,41,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Semicossyphus pulcher","California sheephead, female",1,42,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Semicossyphus pulcher","California sheephead, female",1,55,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,138,"Semicossyphus pulcher","California sheephead, male",1,65,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Caulolatilus princeps","ocean whitefish, all",1,50,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Caulolatilus princeps","ocean whitefish, all",1,55,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Caulolatilus princeps","ocean whitefish, all",3,60,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Caulolatilus princeps","ocean whitefish, all",1,70,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Chromis punctipinnis","blacksmith, all",1,13,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Chromis punctipinnis","blacksmith, all",1,22,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Chromis punctipinnis","blacksmith, all",1,24,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Chromis punctipinnis","blacksmith, all",2,25,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Chromis punctipinnis","blacksmith, all",1,26,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Embiotoca jacksoni","black surfperch, all",5,8,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Embiotoca jacksoni","black surfperch, all",2,9,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Embiotoca jacksoni","black surfperch, all",1,20,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Embiotoca jacksoni","black surfperch, all",1,27,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Embiotoca jacksoni","black surfperch, all",1,30,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",3,8,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",2,9,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",4,10,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",5,11,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",3,12,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",1,22,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",2,37,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Hexagrammos decagrammus","kelp greenling",1,40,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Paralabrax clathratus","kelp bass, all",1,40,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Paralabrax clathratus","kelp bass, all",1,45,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Paralabrax clathratus","kelp bass, all",1,55,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Rhacochilus toxotes","rubberlip surfperch",2,40,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Rhacochilus vacca","pile perch, all",7,28,25,30
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Scorpaenichthys marmoratus","cabezon, all",1,45,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",1,6,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",4,7,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",1,18,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",1,22,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",1,26,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",2,27,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",3,29,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",2,30,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",3,32,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",4,33,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",1,6,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",1,7,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes caurinus","copper rockfish, all",1,29,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes caurinus","copper rockfish, all",1,43,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes caurinus","copper rockfish, all",1,47,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes chrysomelas","black and yellow rockfish, all",1,7,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes chrysomelas","black and yellow rockfish, all",1,24,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes chrysomelas","black and yellow rockfish, all",1,25,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes melanops","black rockfish, all",3,25,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes miniatus","vermillion rockfish, all",1,15,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",2,10,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,11,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",12,18,17,20
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",2,20,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",7,20,18,22
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,21,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",3,22,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,25,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,30,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",2,33,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,34,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",4,35,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",3,37,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,40,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,9,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,10,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,17,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,20,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,22,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,23,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,37,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,40,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,50,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Semicossyphus pulcher","California sheephead, female",1,35,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Semicossyphus pulcher","California sheephead, female",1,40,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Semicossyphus pulcher","California sheephead, male",1,40,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Semicossyphus pulcher","California sheephead, female",1,42,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Semicossyphus pulcher","California sheephead, female",1,45,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Semicossyphus pulcher","California sheephead, female",2,50,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Semicossyphus pulcher","California sheephead, male",1,55,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Semicossyphus pulcher","California sheephead, male",1,60,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Semicossyphus pulcher","California sheephead, male",2,65,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Semicossyphus pulcher","California sheephead, male",1,70,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,138,"Semicossyphus pulcher","California sheephead, male",1,75,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Caulolatilus princeps","ocean whitefish, all",1,57,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Caulolatilus princeps","ocean whitefish, all",3,60,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Caulolatilus princeps","ocean whitefish, all",2,65,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Caulolatilus princeps","ocean whitefish, all",2,70,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Caulolatilus princeps","ocean whitefish, all",1,75,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Chromis punctipinnis","blacksmith, all",30,19,15,23
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Citharichthys","sanddab spp.",1,7,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Embiotoca jacksoni","black surfperch, all",1,16,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Embiotoca jacksoni","black surfperch, all",1,17,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Embiotoca jacksoni","black surfperch, all",1,20,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",3,8,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",8,9,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",7,10,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",3,11,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",2,22,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",1,23,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",3,25,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",1,33,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Ophiodon elongatus","lingcod",1,46,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Oxyjulis californica","señorita, all",30,18,15,20
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Oxyjulis californica","señorita, all",15,21,20,22
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Paralabrax clathratus","kelp bass, all",1,47,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Rhacochilus toxotes","rubberlip surfperch",1,40,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Rhacochilus vacca","pile perch, all",2,9,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Scorpaenichthys marmoratus","cabezon, all",1,33,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Scorpaenichthys marmoratus","cabezon, all",1,40,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",1,21,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",3,25,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",2,26,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",1,27,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",1,31,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",2,32,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",2,33,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes atrovirens","kelp rockfish, all",1,35,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes caurinus","copper rockfish, all",1,8,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes caurinus","copper rockfish, all",1,32,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes caurinus","copper rockfish, all",1,36,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes caurinus","copper rockfish, all",1,41,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes caurinus","copper rockfish, all",1,43,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes chrysomelas","black and yellow rockfish, all",1,12,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes chrysomelas","black and yellow rockfish, all",1,23,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes chrysomelas","black and yellow rockfish, all",1,24,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes melanops","black rockfish, all",1,35,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes miniatus","vermillion rockfish, all",1,6,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes miniatus","vermillion rockfish, all",2,7,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes miniatus","vermillion rockfish, all",2,8,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes miniatus","vermillion rockfish, all",2,9,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes miniatus","vermillion rockfish, all",1,27,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",80,7,5,9
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",2,14,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",2,15,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,17,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",25,17,15,19
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,18,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,19,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",2,20,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",15,22,20,25
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,23,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,28,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",9,28,25,30
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",2,30,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",8,34,30,37
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,37,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",2,39,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes mystinus","blue rockfish, all",1,40,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes pinniger","canary rockfish, all",1,8,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,9,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Sebastes serranoides","olive rockfish, all",1,29,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Semicossyphus pulcher","California sheephead, female",2,50,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Semicossyphus pulcher","California sheephead, male",1,65,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,138,"Semicossyphus pulcher","California sheephead, male",1,74,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,138,"Caulolatilus princeps","ocean whitefish, all",1,70,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,138,"Caulolatilus princeps","ocean whitefish, all",1,75,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,138,"Chromis punctipinnis","blacksmith, all",12,22,20,24
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,138,"Embiotoca jacksoni","black surfperch, all",1,10,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,138,"Embiotoca jacksoni","black surfperch, all",7,10,9,11
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,138,"Embiotoca jacksoni","black surfperch, all",1,36,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",1,8,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",2,9,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",8,10,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",5,11,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",1,12,,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,138,"Embiotoca lateralis","striped surfperch, all",1,14,,
