"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","ArmNo","<10cm",">10cm"
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,7/23/2007 0:00:00,2331,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,7/23/2007 0:00:00,2438,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,7/23/2007 0:00:00,2439,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,7/23/2007 0:00:00,2440,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,7/23/2007 0:00:00,2441,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2319,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2320,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2321,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2322,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2323,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2324,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2325,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2329,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2331,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2438,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2439,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2440,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,6/19/2008 0:00:00,2441,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2319,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2320,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2321,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2322,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2323,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2324,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2325,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2329,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2331,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2438,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2439,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2440,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,6/29/2009 0:00:00,2441,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2319,3,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2320,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2321,1,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2322,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2323,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2324,2,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2325,4,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2329,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2331,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2438,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2439,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2440,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2441,1,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,7/29/2011 0:00:00,2319,3,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,7/29/2011 0:00:00,2320,2,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,7/29/2011 0:00:00,2321,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,7/29/2011 0:00:00,2322,3,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,7/29/2011 0:00:00,2323,1,2
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,7/29/2011 0:00:00,2324,0,2
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,7/29/2011 0:00:00,2325,1,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,7/29/2011 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,8/18/2011 0:00:00,2329,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,8/18/2011 0:00:00,2331,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,7/29/2011 0:00:00,2438,2,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,8/18/2011 0:00:00,2439,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,8/18/2011 0:00:00,2440,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,8/18/2011 0:00:00,2441,1,2
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2319,1,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2320,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2321,3,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2322,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2323,2,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2324,0,2
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2325,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2329,0,3
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2331,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2438,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2439,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2440,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,9/11/2012 0:00:00,2441,1,5
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/18/2013 0:00:00,2319,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/18/2013 0:00:00,2320,2,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/18/2013 0:00:00,2321,2,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/18/2013 0:00:00,2322,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/18/2013 0:00:00,2323,1,2
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/18/2013 0:00:00,2324,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/18/2013 0:00:00,2325,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/18/2013 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/21/2013 0:00:00,2329,1,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/21/2013 0:00:00,2331,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/18/2013 0:00:00,2438,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/21/2013 0:00:00,2439,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/18/2013 0:00:00,2440,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,10/21/2013 0:00:00,2441,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2319,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2320,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2321,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2322,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2323,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2324,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2325,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2329,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2331,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2438,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2439,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2440,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/28/2014 0:00:00,2441,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2319,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2320,1,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2321,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2322,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2323,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2324,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2325,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2329,0,4
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2331,0,2
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2438,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2439,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2440,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/10/2015 0:00:00,2441,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,10/13/2016 0:00:00,2319,0,8
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2320,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2321,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2322,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2323,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2324,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2325,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2329,1,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2331,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2438,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2439,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2440,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,7/11/2016 0:00:00,2441,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,8/21/2017 0:00:00,2319,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,8/21/2017 0:00:00,2320,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,8/21/2017 0:00:00,2321,1,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,8/21/2017 0:00:00,2322,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,6/22/2017 0:00:00,2323,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,8/21/2017 0:00:00,2324,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,8/21/2017 0:00:00,2325,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,6/22/2017 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,8/21/2017 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,6/22/2017 0:00:00,2331,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,8/21/2017 0:00:00,2438,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,6/22/2017 0:00:00,2439,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,6/22/2017 0:00:00,2440,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,6/22/2017 0:00:00,2441,2,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2319,0,2
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2320,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2321,0,2
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2322,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2323,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2324,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2325,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2329,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2331,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2438,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2439,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2440,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,7/30/2018 0:00:00,2441,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,9/23/2019 0:00:00,2319,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,9/23/2019 0:00:00,2320,0,2
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,9/23/2019 0:00:00,2321,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,9/23/2019 0:00:00,2322,0,2
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,9/23/2019 0:00:00,2323,1,3
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,9/23/2019 0:00:00,2324,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,9/23/2019 0:00:00,2325,1,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,9/23/2019 0:00:00,2328,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,10/9/2019 0:00:00,2329,0,2
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,10/9/2019 0:00:00,2331,0,1
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,9/23/2019 0:00:00,2438,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,10/9/2019 0:00:00,2439,0,0
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,10/9/2019 0:00:00,2440,1,2
6,"SC","Santa Cruz Island","GI","Gull Island South",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,10/9/2019 0:00:00,2441,0,2
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11007.00,"Parastichopus parvimensis","warty sea cucumber",1996,7/22/1996 0:00:00,2385,1,0
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11007.00,"Parastichopus parvimensis","warty sea cucumber",1996,7/22/1996 0:00:00,2386,0,2
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11007.00,"Parastichopus parvimensis","warty sea cucumber",1996,7/22/1996 0:00:00,2387,1,0
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11007.00,"Parastichopus parvimensis","warty sea cucumber",1996,7/22/1996 0:00:00,2388,0,0
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11007.00,"Parastichopus parvimensis","warty sea cucumber",1996,7/22/1996 0:00:00,2389,0,0
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11007.00,"Parastichopus parvimensis","warty sea cucumber",1996,7/22/1996 0:00:00,2390,0,0
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11007.00,"Parastichopus parvimensis","warty sea cucumber",1996,7/22/1996 0:00:00,2391,0,2
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11007.00,"Parastichopus parvimensis","warty sea cucumber",1997,8/4/1997 0:00:00,2385,0,1
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11007.00,"Parastichopus parvimensis","warty sea cucumber",1997,8/4/1997 0:00:00,2386,0,1
